 HgtMOLA Denkgm3 DensP
1628060 0.0 0.01466 0.996
1628061 0.5 0.01394 0.987
1628062 1.0 0.01327 0.999
1628063 1.5 0.01274 0.995
1628064 2.0 0.01223 0.99
1628065 2.5 0.01171 0.993
1628066 3.0 0.01122 0.983
1628067 3.5 0.01073 0.977
1628068 4.0 0.01027 0.982
1628069 4.5 0.00982 0.977
1628070 5.0 0.009393 0.978
1628071 5.5 0.008985 0.99
1628072 6.0 0.008594 0.991
1628073 6.5 0.008223 0.986
1628074 7.0 0.007868 0.997
1628075 7.5 0.00753 0.991
1628076 8.0 0.007206 0.986
1628077 8.5 0.006897 0.986
1628078 9.0 0.006602 0.993
1628079 9.5 0.006318 0.995
1628080 10.0 0.006047 0.987
1628081 10.5 0.005785 0.969
1628082 11.0 0.005535 0.977
1628083 11.5 0.005295 0.974
1628084 12.0 0.005067 0.979
1628085 12.5 0.004848 0.963
1628086 13.0 0.004639 0.967
1628087 13.5 0.004439 0.956
1628088 14.0 0.004248 0.959
1628089 14.5 0.004065 0.947
1628090 15.0 0.003891 0.944
1628091 15.5 0.003712 0.963
1628092 16.0 0.003541 0.958
1628093 16.5 0.003379 0.971
1628094 17.0 0.003224 0.977
1628095 17.5 0.003076 0.968
1628096 18.0 0.002935 0.958
1628097 18.5 0.002801 0.965
1628098 19.0 0.002672 0.965
1628099 19.5 0.00255 0.964
1628100 20.0 0.002434 0.969
1628101 20.5 0.002313 0.972
1628102 21.0 0.002198 0.986
1628103 21.5 0.002089 0.964
1628104 22.0 0.001985 0.962
1628105 22.5 0.001887 0.953
1628106 23.0 0.001793 0.96
1628107 23.5 0.001704 0.953
1628108 24.0 0.00162 0.946
1628109 24.5 0.00154 0.942
1628110 25.0 0.001464 0.94
1628111 25.5 0.001386 0.939
1628112 26.0 0.001313 0.934
1628113 26.5 0.001244 0.923
1628114 27.0 0.001178 0.922
1628115 27.5 0.001116 0.94
1628116 28.0 0.001057 0.947
1628117 28.5 0.001001 0.934
1628118 29.0 0.0009483 0.949
1628119 29.5 0.0008984 0.963
1628120 30.0 0.000851 0.966
1628121 30.5 0.0008045 0.965
1628122 31.0 0.0007606 0.964
1628123 31.5 0.0007191 0.977
1628124 32.0 0.0006798 0.998
1628125 32.5 0.0006427 1.003
1628126 33.0 0.0006077 0.993
1628127 33.5 0.0005745 1.014
1628128 34.0 0.0005432 1.004
1628129 34.5 0.0005136 0.994
1628130 35.0 0.0004856 1.002
1628131 35.5 0.0004579 0.953
1628132 36.0 0.0004319 0.976
1628133 36.5 0.0004073 0.989
1628134 37.0 0.0003842 0.996
1628135 37.5 0.0003624 1.016
1628136 38.0 0.0003419 1.021
1628137 38.5 0.0003226 1.048
1628138 39.0 0.0003043 1.032
1628139 39.5 0.0002872 1.035
1628140 40.0 0.000271 1.028
1628141 40.5 0.000254 1.026
1628142 41.0 0.0002381 1.04
1628143 41.5 0.0002232 1.041
1628144 42.0 0.0002093 1.022
1628145 42.5 0.0001962 0.999
1628146 43.0 0.000184 1.028
1628147 43.5 0.0001725 0.989
1628148 44.0 0.0001618 0.975
1628149 44.5 0.0001517 1.009
1628150 45.0 0.0001423 1.023
1628151 45.5 0.0001322 1.049
1628152 46.0 0.0001228 1.02
1628153 46.5 0.0001141 0.985
1628154 47.0 0.000106 0.977
1628155 47.5 9.848e-05 1.025
1628156 48.0 9.15e-05 1.042
1628157 48.5 8.501e-05 1.06
1628158 49.0 7.899e-05 1.045
1628159 49.5 7.339e-05 1.068
1628160 50.0 6.82e-05 1.085
