 HgtMOLA Denkgm3 DensP
293933 0.0 0.01466 0.988
293934 0.5 0.01394 0.983
293935 1.0 0.01327 0.977
293936 1.5 0.01274 0.981
293937 2.0 0.01223 0.976
293938 2.5 0.01171 0.965
293939 3.0 0.01122 0.974
293940 3.5 0.01073 0.989
293941 4.0 0.01027 0.993
293942 4.5 0.00982 0.992
293943 5.0 0.009393 0.983
293944 5.5 0.008985 0.996
293945 6.0 0.008594 1.006
293946 6.5 0.008223 1.011
293947 7.0 0.007868 1.009
293948 7.5 0.00753 1.02
293949 8.0 0.007206 1.021
293950 8.5 0.006897 1.034
293951 9.0 0.006602 1.019
293952 9.5 0.006318 1.018
293953 10.0 0.006047 1.027
293954 10.5 0.005785 1.021
293955 11.0 0.005535 1.017
293956 11.5 0.005295 1.002
293957 12.0 0.005067 1.004
293958 12.5 0.004848 1.006
293959 13.0 0.004639 1.02
293960 13.5 0.004439 1.019
293961 14.0 0.004248 1.024
293962 14.5 0.004065 1.027
293963 15.0 0.003891 1.014
293964 15.5 0.003712 1.01
293965 16.0 0.003541 1.004
293966 16.5 0.003379 0.996
293967 17.0 0.003224 1.014
293968 17.5 0.003076 1.004
293969 18.0 0.002935 1.009
293970 18.5 0.002801 1.012
293971 19.0 0.002672 1.028
293972 19.5 0.00255 1.017
293973 20.0 0.002434 1.015
293974 20.5 0.002313 1.042
293975 21.0 0.002198 1.037
293976 21.5 0.002089 1.04
293977 22.0 0.001985 1.038
293978 22.5 0.001887 1.048
293979 23.0 0.001793 1.034
293980 23.5 0.001704 1.015
293981 24.0 0.00162 1.002
293982 24.5 0.00154 0.981
293983 25.0 0.001464 0.982
293984 25.5 0.001386 0.995
293985 26.0 0.001313 1.0
293986 26.5 0.001244 0.99
293987 27.0 0.001178 0.992
293988 27.5 0.001116 0.995
293989 28.0 0.001057 0.977
293990 28.5 0.001001 0.991
293991 29.0 0.0009483 0.999
293992 29.5 0.0008984 1.016
293993 30.0 0.000851 1.008
293994 30.5 0.0008045 0.997
293995 31.0 0.0007606 0.986
293996 31.5 0.0007191 1.004
293997 32.0 0.0006798 0.999
293998 32.5 0.0006427 1.01
293999 33.0 0.0006077 1.012
294000 33.5 0.0005745 1.013
294001 34.0 0.0005432 1.013
294002 34.5 0.0005136 1.0
294003 35.0 0.0004856 1.004
294004 35.5 0.0004579 0.99
294005 36.0 0.0004319 0.998
294006 36.5 0.0004073 0.994
294007 37.0 0.0003842 0.996
294008 37.5 0.0003624 0.946
294009 38.0 0.0003419 0.926
294010 38.5 0.0003226 0.941
294011 39.0 0.0003043 0.965
294012 39.5 0.0002872 0.969
294013 40.0 0.000271 0.967
294014 40.5 0.000254 0.97
294015 41.0 0.0002381 1.011
294016 41.5 0.0002232 1.02
294017 42.0 0.0002093 1.016
294018 42.5 0.0001962 1.022
294019 43.0 0.000184 1.035
294020 43.5 0.0001725 1.04
294021 44.0 0.0001618 1.022
294022 44.5 0.0001517 1.034
294023 45.0 0.0001423 1.036
294024 45.5 0.0001322 1.013
294025 46.0 0.0001228 1.004
294026 46.5 0.0001141 1.045
294027 47.0 0.000106 1.014
294028 47.5 9.848e-05 0.987
294029 48.0 9.15e-05 0.949
294030 48.5 8.501e-05 0.949
294031 49.0 7.899e-05 0.945
294032 49.5 7.339e-05 0.936
294033 50.0 6.82e-05 0.956
294034 50.5 6.294e-05 1.002
294035 51.0 5.809e-05 0.985
294036 51.5 5.362e-05 1.027
294037 52.0 4.949e-05 1.031
294038 52.5 4.568e-05 1.03
294039 53.0 4.216e-05 1.01
294040 53.5 3.892e-05 1.007
294041 54.0 3.592e-05 0.991
294042 54.5 3.316e-05 0.986
294043 55.0 3.061e-05 0.964
294044 55.5 2.859e-05 0.95
294045 56.0 2.67e-05 0.931
294046 56.5 2.494e-05 0.952
294047 57.0 2.33e-05 0.979
294048 57.5 2.177e-05 0.916
