 HgtMOLA Denkgm3 DensP
640798 0.0 0.01466 0.995
640799 0.5 0.01394 1.015
640800 1.0 0.01327 1.014
640801 1.5 0.01274 1.005
640802 2.0 0.01223 1.014
640803 2.5 0.01171 1.019
640804 3.0 0.01122 1.013
640805 3.5 0.01073 1.005
640806 4.0 0.01027 0.998
640807 4.5 0.00982 0.995
640808 5.0 0.009393 0.996
640809 5.5 0.008985 0.997
640810 6.0 0.008594 1.009
640811 6.5 0.008223 1.01
640812 7.0 0.007868 1.023
640813 7.5 0.00753 1.014
640814 8.0 0.007206 1.006
640815 8.5 0.006897 1.005
640816 9.0 0.006602 1.003
640817 9.5 0.006318 0.993
640818 10.0 0.006047 0.988
640819 10.5 0.005785 0.985
640820 11.0 0.005535 0.995
640821 11.5 0.005295 0.992
640822 12.0 0.005067 0.996
640823 12.5 0.004848 1.008
640824 13.0 0.004639 0.995
640825 13.5 0.004439 0.995
640826 14.0 0.004248 1.007
640827 14.5 0.004065 1.002
640828 15.0 0.003891 1.01
640829 15.5 0.003712 1.003
640830 16.0 0.003541 1.015
640831 16.5 0.003379 1.005
640832 17.0 0.003224 1.011
640833 17.5 0.003076 1.001
640834 18.0 0.002935 1.0
640835 18.5 0.002801 1.012
640836 19.0 0.002672 1.014
640837 19.5 0.00255 1.006
640838 20.0 0.002434 0.989
640839 20.5 0.002313 0.999
640840 21.0 0.002198 1.006
640841 21.5 0.002089 1.017
640842 22.0 0.001985 0.983
640843 22.5 0.001887 0.983
640844 23.0 0.001793 0.968
640845 23.5 0.001704 0.972
640846 24.0 0.00162 0.97
640847 24.5 0.00154 0.973
640848 25.0 0.001464 0.96
640849 25.5 0.001386 0.965
640850 26.0 0.001313 0.97
640851 26.5 0.001244 0.974
640852 27.0 0.001178 0.966
640853 27.5 0.001116 0.967
640854 28.0 0.001057 0.984
640855 28.5 0.001001 0.99
640856 29.0 0.0009483 0.998
640857 29.5 0.0008984 1.01
640858 30.0 0.000851 1.033
640859 30.5 0.0008045 1.038
640860 31.0 0.0007606 1.03
640861 31.5 0.0007191 0.999
640862 32.0 0.0006798 1.004
640863 32.5 0.0006427 0.998
640864 33.0 0.0006077 0.99
640865 33.5 0.0005745 0.998
640866 34.0 0.0005432 0.988
640867 34.5 0.0005136 0.998
640868 35.0 0.0004856 1.003
640869 35.5 0.0004579 0.982
640870 36.0 0.0004319 0.978
640871 36.5 0.0004073 0.981
640872 37.0 0.0003842 0.984
640873 37.5 0.0003624 0.984
640874 38.0 0.0003419 0.966
