 HgtMOLA Denkgm3 DensP
645209 0.0 0.01466 0.966
645210 0.5 0.01394 0.965
645211 1.0 0.01327 0.982
645212 1.5 0.01274 0.978
645213 2.0 0.01223 0.966
645214 2.5 0.01171 0.965
645215 3.0 0.01122 0.97
645216 3.5 0.01073 0.991
645217 4.0 0.01027 0.982
645218 4.5 0.00982 0.984
645219 5.0 0.009393 0.991
645220 5.5 0.008985 0.988
645221 6.0 0.008594 0.979
645222 6.5 0.008223 0.975
645223 7.0 0.007868 0.978
645224 7.5 0.00753 0.975
645225 8.0 0.007206 0.971
645226 8.5 0.006897 0.969
645227 9.0 0.006602 0.97
645228 9.5 0.006318 0.96
645229 10.0 0.006047 0.963
645230 10.5 0.005785 0.962
645231 11.0 0.005535 0.956
645232 11.5 0.005295 0.961
645233 12.0 0.005067 0.96
645234 12.5 0.004848 0.961
645235 13.0 0.004639 0.972
645236 13.5 0.004439 0.985
645237 14.0 0.004248 0.985
645238 14.5 0.004065 0.974
645239 15.0 0.003891 0.972
645240 15.5 0.003712 0.974
645241 16.0 0.003541 0.977
645242 16.5 0.003379 0.986
645243 17.0 0.003224 0.982
645244 17.5 0.003076 0.986
645245 18.0 0.002935 1.006
645246 18.5 0.002801 0.997
645247 19.0 0.002672 1.004
645248 19.5 0.00255 1.002
645249 20.0 0.002434 1.008
645250 20.5 0.002313 1.019
645251 21.0 0.002198 1.039
645252 21.5 0.002089 1.016
645253 22.0 0.001985 1.007
645254 22.5 0.001887 0.977
645255 23.0 0.001793 0.981
645256 23.5 0.001704 0.954
645257 24.0 0.00162 0.942
645258 24.5 0.00154 0.961
645259 25.0 0.001464 0.971
645260 25.5 0.001386 0.956
645261 26.0 0.001313 0.955
645262 26.5 0.001244 0.957
645263 27.0 0.001178 0.959
645264 27.5 0.001116 0.988
645265 28.0 0.001057 0.981
645266 28.5 0.001001 0.996
645267 29.0 0.0009483 0.988
645268 29.5 0.0008984 0.989
645269 30.0 0.000851 0.98
645270 30.5 0.0008045 0.974
645271 31.0 0.0007606 0.99
645272 31.5 0.0007191 0.978
645273 32.0 0.0006798 0.955
645274 32.5 0.0006427 0.966
645275 33.0 0.0006077 0.957
645276 33.5 0.0005745 0.955
645277 34.0 0.0005432 0.954
645278 34.5 0.0005136 0.923
645279 35.0 0.0004856 0.942
645280 35.5 0.0004579 0.93
