 HgtMOLA Denkgm3 DensP
1419139 0.0 0.01466 0.968
1419140 0.5 0.01394 0.958
1419141 1.0 0.01327 0.954
1419142 1.5 0.01274 0.963
1419143 2.0 0.01223 0.961
1419144 2.5 0.01171 0.96
1419145 3.0 0.01122 0.953
1419146 3.5 0.01073 0.954
1419147 4.0 0.01027 0.958
1419148 4.5 0.00982 0.966
1419149 5.0 0.009393 0.964
1419150 5.5 0.008985 0.963
1419151 6.0 0.008594 0.952
1419152 6.5 0.008223 0.95
1419153 7.0 0.007868 0.95
1419154 7.5 0.00753 0.96
1419155 8.0 0.007206 0.95
1419156 8.5 0.006897 0.954
1419157 9.0 0.006602 0.968
1419158 9.5 0.006318 0.967
1419159 10.0 0.006047 0.962
1419160 10.5 0.005785 0.967
1419161 11.0 0.005535 0.976
1419162 11.5 0.005295 0.98
1419163 12.0 0.005067 0.976
1419164 12.5 0.004848 0.983
1419165 13.0 0.004639 0.985
1419166 13.5 0.004439 0.977
1419167 14.0 0.004248 0.98
1419168 14.5 0.004065 0.977
1419169 15.0 0.003891 0.981
1419170 15.5 0.003712 0.981
1419171 16.0 0.003541 0.989
1419172 16.5 0.003379 0.981
1419173 17.0 0.003224 0.997
1419174 17.5 0.003076 1.015
1419175 18.0 0.002935 1.008
1419176 18.5 0.002801 1.017
1419177 19.0 0.002672 1.015
1419178 19.5 0.00255 1.013
1419179 20.0 0.002434 1.014
1419180 20.5 0.002313 1.009
1419181 21.0 0.002198 1.009
1419182 21.5 0.002089 1.013
1419183 22.0 0.001985 1.003
1419184 22.5 0.001887 1.024
1419185 23.0 0.001793 1.02
1419186 23.5 0.001704 1.0
1419187 24.0 0.00162 1.001
1419188 24.5 0.00154 1.018
1419189 25.0 0.001464 1.027
1419190 25.5 0.001386 1.036
1419191 26.0 0.001313 1.04
1419192 26.5 0.001244 1.003
1419193 27.0 0.001178 0.994
1419194 27.5 0.001116 0.996
1419195 28.0 0.001057 1.004
1419196 28.5 0.001001 1.01
1419197 29.0 0.0009483 0.996
1419198 29.5 0.0008984 0.986
1419199 30.0 0.000851 0.974
1419200 30.5 0.0008045 1.0
1419201 31.0 0.0007606 1.004
1419202 31.5 0.0007191 1.022
1419203 32.0 0.0006798 1.001
1419204 32.5 0.0006427 0.987
1419205 33.0 0.0006077 0.959
1419206 33.5 0.0005745 0.967
1419207 34.0 0.0005432 0.987
1419208 34.5 0.0005136 0.984
1419209 35.0 0.0004856 0.999
1419210 35.5 0.0004579 0.972
1419211 36.0 0.0004319 0.951
1419212 36.5 0.0004073 0.952
1419213 37.0 0.0003842 0.944
1419214 37.5 0.0003624 0.935
1419215 38.0 0.0003419 0.918
1419216 38.5 0.0003226 0.916
1419217 39.0 0.0003043 0.906
1419218 39.5 0.0002872 0.93
1419219 40.0 0.000271 0.956
1419220 40.5 0.000254 0.955
1419221 41.0 0.0002381 0.97
1419222 41.5 0.0002232 0.977
1419223 42.0 0.0002093 0.934
1419224 42.5 0.0001962 0.982
1419225 43.0 0.000184 0.945
1419226 43.5 0.0001725 0.964
1419227 44.0 0.0001618 0.933
1419228 44.5 0.0001517 0.872
1419229 45.0 0.0001423 0.886
1419230 45.5 0.0001322 0.878
1419231 46.0 0.0001228 0.878
1419232 46.5 0.0001141 0.886
1419233 47.0 0.000106 0.91
1419234 47.5 9.848e-05 0.894
1419235 48.0 9.15e-05 0.898
1419236 48.5 8.501e-05 0.97
1419237 49.0 7.899e-05 0.952
1419238 49.5 7.339e-05 0.953
1419239 50.0 6.82e-05 0.961
1419240 50.5 6.294e-05 0.916
1419241 51.0 5.809e-05 0.936
1419242 51.5 5.362e-05 0.926
1419243 52.0 4.949e-05 0.934
1419244 52.5 4.568e-05 0.893
1419245 53.0 4.216e-05 0.884
1419246 53.5 3.892e-05 0.887
1419247 54.0 3.592e-05 0.872
1419248 54.5 3.316e-05 0.885
1419249 55.0 3.061e-05 0.893
1419250 55.5 2.859e-05 0.887
1419251 56.0 2.67e-05 0.869
1419252 56.5 2.494e-05 0.863
1419253 57.0 2.33e-05 0.876
1419254 57.5 2.177e-05 0.867
1419255 58.0 2.033e-05 0.907
1419256 58.5 1.899e-05 0.88
1419257 59.0 1.774e-05 0.865
1419258 59.5 1.657e-05 0.869
1419259 60.0 1.548e-05 0.88
1419260 60.5 1.454e-05 0.844
1419261 61.0 1.366e-05 0.872
1419262 61.5 1.283e-05 0.933
1419263 62.0 1.205e-05 0.963
1419264 62.5 1.132e-05 1.002
1419265 63.0 1.064e-05 1.008
1419266 63.5 9.99e-06 1.023
1419267 64.0 9.385e-06 1.023
1419268 64.5 8.816e-06 1.019
1419269 65.0 8.297e-06 1.028
1419270 65.5 7.774e-06 1.059
