 HgtMOLA Denkgm3 DensP
1283601 0.0 0.01466 0.995
1283602 0.5 0.01394 0.983
1283603 1.0 0.01327 0.983
1283604 1.5 0.01274 0.993
1283605 2.0 0.01223 0.996
1283606 2.5 0.01171 1.004
1283607 3.0 0.01122 1.024
1283608 3.5 0.01073 1.026
1283609 4.0 0.01027 1.022
1283610 4.5 0.00982 1.023
1283611 5.0 0.009393 1.02
1283612 5.5 0.008985 1.023
1283613 6.0 0.008594 1.02
1283614 6.5 0.008223 1.026
1283615 7.0 0.007868 1.026
1283616 7.5 0.00753 1.029
1283617 8.0 0.007206 1.021
1283618 8.5 0.006897 1.016
1283619 9.0 0.006602 1.013
1283620 9.5 0.006318 1.007
1283621 10.0 0.006047 1.008
1283622 10.5 0.005785 1.003
1283623 11.0 0.005535 1.015
1283624 11.5 0.005295 1.022
1283625 12.0 0.005067 1.029
1283626 12.5 0.004848 1.023
1283627 13.0 0.004639 1.025
1283628 13.5 0.004439 1.026
1283629 14.0 0.004248 1.021
1283630 14.5 0.004065 1.017
1283631 15.0 0.003891 1.009
1283632 15.5 0.003712 1.008
1283633 16.0 0.003541 1.011
1283634 16.5 0.003379 1.009
1283635 17.0 0.003224 1.009
1283636 17.5 0.003076 1.008
1283637 18.0 0.002935 0.996
1283638 18.5 0.002801 0.99
1283639 19.0 0.002672 0.996
1283640 19.5 0.00255 0.996
1283641 20.0 0.002434 0.989
1283642 20.5 0.002313 0.984
1283643 21.0 0.002198 0.982
1283644 21.5 0.002089 0.977
1283645 22.0 0.001985 0.983
1283646 22.5 0.001887 0.976
1283647 23.0 0.001793 0.964
1283648 23.5 0.001704 0.96
1283649 24.0 0.00162 0.963
1283650 24.5 0.00154 0.967
1283651 25.0 0.001464 0.971
1283652 25.5 0.001386 0.96
1283653 26.0 0.001313 0.964
1283654 26.5 0.001244 0.953
1283655 27.0 0.001178 0.953
1283656 27.5 0.001116 0.986
1283657 28.0 0.001057 0.972
1283658 28.5 0.001001 0.975
1283659 29.0 0.0009483 0.964
1283660 29.5 0.0008984 0.974
1283661 30.0 0.000851 0.997
1283662 30.5 0.0008045 1.002
1283663 31.0 0.0007606 1.002
1283664 31.5 0.0007191 0.99
1283665 32.0 0.0006798 0.986
1283666 32.5 0.0006427 0.967
1283667 33.0 0.0006077 0.995
1283668 33.5 0.0005745 1.01
1283669 34.0 0.0005432 1.038
1283670 34.5 0.0005136 1.028
1283671 35.0 0.0004856 1.008
1283672 35.5 0.0004579 1.009
1283673 36.0 0.0004319 1.018
1283674 36.5 0.0004073 1.038
1283675 37.0 0.0003842 1.045
1283676 37.5 0.0003624 1.029
1283677 38.0 0.0003419 1.024
1283678 38.5 0.0003226 1.017
1283679 39.0 0.0003043 1.021
1283680 39.5 0.0002872 1.019
1283681 40.0 0.000271 1.024
1283682 40.5 0.000254 1.037
1283683 41.0 0.0002381 1.016
1283684 41.5 0.0002232 0.972
1283685 42.0 0.0002093 0.971
1283686 42.5 0.0001962 0.957
1283687 43.0 0.000184 0.97
1283688 43.5 0.0001725 0.95
1283689 44.0 0.0001618 0.961
1283690 44.5 0.0001517 0.967
1283691 45.0 0.0001423 0.987
1283692 45.5 0.0001322 0.965
1283693 46.0 0.0001228 0.978
1283694 46.5 0.0001141 0.967
1283695 47.0 0.000106 0.995
1283696 47.5 9.848e-05 1.036
1283697 48.0 9.15e-05 1.014
1283698 48.5 8.501e-05 0.995
1283699 49.0 7.899e-05 1.001
1283700 49.5 7.339e-05 1.001
1283701 50.0 6.82e-05 1.03
1283702 50.5 6.294e-05 1.034
1283703 51.0 5.809e-05 1.075
1283704 51.5 5.362e-05 1.123
1283705 52.0 4.949e-05 1.122
1283706 52.5 4.568e-05 1.135
1283707 53.0 4.216e-05 1.128
1283708 53.5 3.892e-05 1.137
1283709 54.0 3.592e-05 1.12
1283710 54.5 3.316e-05 1.117
1283711 55.0 3.061e-05 1.14
1283712 55.5 2.859e-05 1.148
1283713 56.0 2.67e-05 1.138
1283714 56.5 2.494e-05 1.142
1283715 57.0 2.33e-05 1.127
1283716 57.5 2.177e-05 1.077
1283717 58.0 2.033e-05 1.078
1283718 58.5 1.899e-05 1.01
1283719 59.0 1.774e-05 0.978
1283720 59.5 1.657e-05 0.98
1283721 60.0 1.548e-05 0.973
1283722 60.5 1.454e-05 0.986
1283723 61.0 1.366e-05 0.95
1283724 61.5 1.283e-05 0.947
1283725 62.0 1.205e-05 0.951
1283726 62.5 1.132e-05 0.944
1283727 63.0 1.064e-05 0.986
1283728 63.5 9.99e-06 1.041
1283729 64.0 9.385e-06 1.052
1283730 64.5 8.816e-06 1.073
1283731 65.0 8.297e-06 1.058
1283732 65.5 7.774e-06 1.093
1283733 66.0 7.285e-06 1.045
1283734 66.5 6.827e-06 1.035
1283735 67.0 6.398e-06 0.997
1283736 67.5 5.996e-06 0.992
1283737 68.0 5.619e-06 0.942
1283738 68.5 5.267e-06 0.937
1283739 69.0 4.936e-06 0.982
1283740 69.5 4.627e-06 1.002
1283741 70.0 4.352e-06 0.995
1283742 70.5 4.07e-06 0.997
1283743 71.0 3.806e-06 0.968
1283744 71.5 3.559e-06 0.92
1283745 72.0 3.328e-06 0.845
1283746 72.5 3.112e-06 0.833
1283747 73.0 2.911e-06 0.796
1283748 73.5 2.722e-06 0.799
1283749 74.0 2.546e-06 0.797
1283750 74.5 2.381e-06 0.778
1283751 75.0 2.226e-06 0.817
1283752 75.5 2.07e-06 0.781
1283753 76.0 1.925e-06 0.807
1283754 76.5 1.791e-06 0.789
1283755 77.0 1.666e-06 0.791
1283756 77.5 1.551e-06 0.781
1283757 78.0 1.444e-06 0.791
1283758 78.5 1.345e-06 0.77
1283759 79.0 1.253e-06 0.802
1283760 79.5 1.168e-06 0.817
1283761 80.0 1.089e-06 0.76
1283762 80.5 1.017e-06 0.836
1283763 81.0 9.512e-07 0.771
1283764 81.5 8.895e-07 0.716
1283765 82.0 8.319e-07 0.711
1283766 82.5 7.78e-07 0.69
1283767 83.0 7.276e-07 0.655
1283768 83.5 6.805e-07 0.666
1283769 84.0 6.364e-07 0.669
1283770 84.5 5.953e-07 0.614
1283771 85.0 5.568e-07 0.626
1283772 85.5 5.2e-07 0.613
1283773 86.0 4.85e-07 0.614
1283774 86.5 4.524e-07 0.708
1283775 87.0 4.22e-07 0.65
1283776 87.5 3.936e-07 0.678
1283777 88.0 3.672e-07 0.594
1283778 88.5 3.425e-07 0.615
1283779 89.0 3.195e-07 0.677
1283780 89.5 2.981e-07 0.678
1283781 90.0 2.781e-07 0.823
1283782 90.5 2.589e-07 0.753
1283783 91.0 2.407e-07 0.757
1283784 91.5 2.237e-07 0.735
1283785 92.0 2.08e-07 0.798
1283786 92.5 1.933e-07 0.706
1283787 93.0 1.797e-07 0.735
1283788 93.5 1.67e-07 0.716
1283789 94.0 1.553e-07 0.693
1283790 94.5 1.444e-07 0.66
1283791 95.0 1.342e-07 0.48
1283792 95.5 1.246e-07 0.454
1283793 96.0 1.155e-07 0.466
1283794 96.5 1.071e-07 0.423
1283795 97.0 9.93e-08 0.456
1283796 97.5 9.207e-08 0.504
1283797 98.0 8.538e-08 0.551
1283798 98.5 7.917e-08 0.53
1283799 99.0 7.341e-08 0.545
1283800 99.5 6.808e-08 0.621
1283801 100.0 6.314e-08 0.592
1283802 100.5 5.852e-08 0.568
1283803 101.0 5.421e-08 0.677
1283804 101.5 5.022e-08 0.613
1283805 102.0 4.652e-08 0.777
1283806 102.5 4.31e-08 0.785
1283807 103.0 3.992e-08 0.846
1283808 103.5 3.698e-08 0.918
1283809 104.0 3.426e-08 0.834
1283810 104.5 3.174e-08 0.715
1283811 105.0 2.94e-08 0.723
1283812 105.5 2.719e-08 0.753
1283813 106.0 2.511e-08 0.604
1283814 106.5 2.318e-08 0.697
1283815 107.0 2.141e-08 0.599
1283816 107.5 1.977e-08 0.653
1283817 108.0 1.825e-08 0.723
1283818 108.5 1.686e-08 0.673
1283819 109.0 1.557e-08 0.688
1283820 109.5 1.438e-08 0.543
1283821 110.0 1.328e-08 0.695
1283822 110.5 1.226e-08 0.562
1283823 111.0 1.131e-08 0.469
1283824 111.5 1.043e-08 0.496
1283825 112.0 9.628e-09 0.38
1283826 112.5 8.885e-09 0.453
1283827 113.0 8.199e-09 0.409
1283828 113.5 7.566e-09 0.529
1283829 114.0 6.983e-09 0.521
1283830 114.5 6.444e-09 0.476
1283831 115.0 5.947e-09 0.496
1283832 115.5 5.508e-09 0.646
1283833 116.0 5.115e-09 0.59
1283834 116.5 4.751e-09 0.621
1283835 117.0 4.413e-09 0.662
1283836 117.5 4.1e-09 0.562
1283837 118.0 3.809e-09 0.616
1283838 118.5 3.538e-09 0.695
1283839 119.0 3.288e-09 0.566
1283840 119.5 3.055e-09 0.482
1283841 120.0 2.839e-09 0.583
1283842 120.5 2.642e-09 0.553
1283843 121.0 2.462e-09 0.72
1283844 121.5 2.294e-09 0.817
1283845 122.0 2.138e-09 0.654
1283846 122.5 1.992e-09 0.65
1283847 123.0 1.857e-09 0.683
1283848 123.5 1.731e-09 0.762
1283849 124.0 1.613e-09 0.847
