 HgtMOLA Denkgm3 DensP
943152 0.0 0.01466 0.999
943153 0.5 0.01394 0.998
943154 1.0 0.01327 0.987
943155 1.5 0.01274 0.985
943156 2.0 0.01223 0.981
943157 2.5 0.01171 0.972
943158 3.0 0.01122 0.962
943159 3.5 0.01073 0.975
943160 4.0 0.01027 0.98
943161 4.5 0.00982 0.978
943162 5.0 0.009393 0.98
943163 5.5 0.008985 0.977
943164 6.0 0.008594 0.984
943165 6.5 0.008223 0.972
943166 7.0 0.007868 0.981
943167 7.5 0.00753 0.983
943168 8.0 0.007206 0.978
943169 8.5 0.006897 0.977
943170 9.0 0.006602 0.98
943171 9.5 0.006318 0.987
943172 10.0 0.006047 0.99
943173 10.5 0.005785 0.982
943174 11.0 0.005535 0.989
943175 11.5 0.005295 1.009
943176 12.0 0.005067 1.005
943177 12.5 0.004848 0.998
943178 13.0 0.004639 1.008
943179 13.5 0.004439 1.009
943180 14.0 0.004248 1.002
943181 14.5 0.004065 1.006
943182 15.0 0.003891 1.011
943183 15.5 0.003712 1.005
943184 16.0 0.003541 0.999
943185 16.5 0.003379 1.003
943186 17.0 0.003224 0.979
943187 17.5 0.003076 0.975
943188 18.0 0.002935 0.977
943189 18.5 0.002801 0.984
943190 19.0 0.002672 0.987
943191 19.5 0.00255 0.98
943192 20.0 0.002434 0.975
943193 20.5 0.002313 0.983
943194 21.0 0.002198 0.964
943195 21.5 0.002089 0.966
943196 22.0 0.001985 0.965
943197 22.5 0.001887 0.959
943198 23.0 0.001793 0.976
943199 23.5 0.001704 0.979
943200 24.0 0.00162 0.967
943201 24.5 0.00154 0.952
943202 25.0 0.001464 0.965
943203 25.5 0.001386 0.97
943204 26.0 0.001313 0.982
943205 26.5 0.001244 0.996
943206 27.0 0.001178 1.001
943207 27.5 0.001116 0.985
943208 28.0 0.001057 0.992
943209 28.5 0.001001 0.994
943210 29.0 0.0009483 1.003
943211 29.5 0.0008984 1.002
943212 30.0 0.000851 1.022
943213 30.5 0.0008045 1.029
943214 31.0 0.0007606 1.012
943215 31.5 0.0007191 1.01
943216 32.0 0.0006798 1.018
943217 32.5 0.0006427 1.031
943218 33.0 0.0006077 1.025
943219 33.5 0.0005745 1.042
943220 34.0 0.0005432 1.041
943221 34.5 0.0005136 1.037
943222 35.0 0.0004856 0.996
943223 35.5 0.0004579 0.986
943224 36.0 0.0004319 1.005
943225 36.5 0.0004073 1.036
943226 37.0 0.0003842 0.998
943227 37.5 0.0003624 1.01
943228 38.0 0.0003419 1.025
943229 38.5 0.0003226 1.048
943230 39.0 0.0003043 1.093
943231 39.5 0.0002872 1.07
943232 40.0 0.000271 1.069
943233 40.5 0.000254 1.068
943234 41.0 0.0002381 1.052
943235 41.5 0.0002232 1.04
943236 42.0 0.0002093 1.066
943237 42.5 0.0001962 1.073
943238 43.0 0.000184 1.067
943239 43.5 0.0001725 1.068
943240 44.0 0.0001618 1.076
943241 44.5 0.0001517 1.017
943242 45.0 0.0001423 1.036
943243 45.5 0.0001322 1.052
943244 46.0 0.0001228 1.041
943245 46.5 0.0001141 1.02
943246 47.0 0.000106 0.984
943247 47.5 9.848e-05 0.987
943248 48.0 9.15e-05 0.994
943249 48.5 8.501e-05 1.009
943250 49.0 7.899e-05 1.047
943251 49.5 7.339e-05 1.079
943252 50.0 6.82e-05 1.072
943253 50.5 6.294e-05 1.069
943254 51.0 5.809e-05 1.03
943255 51.5 5.362e-05 1.082
943256 52.0 4.949e-05 1.065
943257 52.5 4.568e-05 1.091
943258 53.0 4.216e-05 1.113
943259 53.5 3.892e-05 1.096
943260 54.0 3.592e-05 1.127
943261 54.5 3.316e-05 1.071
943262 55.0 3.061e-05 1.069
943263 55.5 2.859e-05 1.022
943264 56.0 2.67e-05 0.989
943265 56.5 2.494e-05 0.987
943266 57.0 2.33e-05 0.999
943267 57.5 2.177e-05 1.004
943268 58.0 2.033e-05 1.036
943269 58.5 1.899e-05 1.037
943270 59.0 1.774e-05 1.039
943271 59.5 1.657e-05 1.032
943272 60.0 1.548e-05 1.057
943273 60.5 1.454e-05 1.064
943274 61.0 1.366e-05 1.03
943275 61.5 1.283e-05 1.022
943276 62.0 1.205e-05 1.038
943277 62.5 1.132e-05 1.028
943278 63.0 1.064e-05 1.0
943279 63.5 9.99e-06 0.927
943280 64.0 9.385e-06 0.929
943281 64.5 8.816e-06 0.916
943282 65.0 8.297e-06 0.892
943283 65.5 7.774e-06 0.871
943284 66.0 7.285e-06 0.895
943285 66.5 6.827e-06 0.873
943286 67.0 6.398e-06 0.838
943287 67.5 5.996e-06 0.869
943288 68.0 5.619e-06 0.864
943289 68.5 5.267e-06 0.828
943290 69.0 4.936e-06 0.874
943291 69.5 4.627e-06 0.893
943292 70.0 4.352e-06 0.931
943293 70.5 4.07e-06 0.873
943294 71.0 3.806e-06 0.871
943295 71.5 3.559e-06 0.805
943296 72.0 3.328e-06 0.807
943297 72.5 3.112e-06 0.794
943298 73.0 2.911e-06 0.82
943299 73.5 2.722e-06 0.87
943300 74.0 2.546e-06 0.821
943301 74.5 2.381e-06 0.778
943302 75.0 2.226e-06 0.806
943303 75.5 2.07e-06 0.781
