 HgtMOLA Denkgm3 DensP
1616030 0.0 0.01466 0.984
1616031 0.5 0.01394 0.98
1616032 1.0 0.01327 0.988
1616033 1.5 0.01274 0.992
1616034 2.0 0.01223 0.98
1616035 2.5 0.01171 0.982
1616036 3.0 0.01122 0.973
1616037 3.5 0.01073 0.978
1616038 4.0 0.01027 0.971
1616039 4.5 0.00982 0.969
1616040 5.0 0.009393 0.969
1616041 5.5 0.008985 0.971
1616042 6.0 0.008594 0.977
1616043 6.5 0.008223 0.965
1616044 7.0 0.007868 0.972
1616045 7.5 0.00753 0.972
1616046 8.0 0.007206 0.973
1616047 8.5 0.006897 0.975
1616048 9.0 0.006602 0.982
1616049 9.5 0.006318 0.969
1616050 10.0 0.006047 0.988
1616051 10.5 0.005785 0.976
1616052 11.0 0.005535 0.959
1616053 11.5 0.005295 0.942
1616054 12.0 0.005067 0.935
1616055 12.5 0.004848 0.945
1616056 13.0 0.004639 0.957
1616057 13.5 0.004439 0.958
1616058 14.0 0.004248 0.967
1616059 14.5 0.004065 0.981
1616060 15.0 0.003891 0.979
1616061 15.5 0.003712 0.988
1616062 16.0 0.003541 0.98
1616063 16.5 0.003379 0.977
1616064 17.0 0.003224 0.977
1616065 17.5 0.003076 0.971
1616066 18.0 0.002935 0.975
1616067 18.5 0.002801 0.976
1616068 19.0 0.002672 0.986
1616069 19.5 0.00255 0.99
1616070 20.0 0.002434 1.0
1616071 20.5 0.002313 1.007
1616072 21.0 0.002198 0.998
1616073 21.5 0.002089 0.998
1616074 22.0 0.001985 0.989
1616075 22.5 0.001887 0.969
1616076 23.0 0.001793 0.949
1616077 23.5 0.001704 0.93
1616078 24.0 0.00162 0.932
1616079 24.5 0.00154 0.946
1616080 25.0 0.001464 0.938
1616081 25.5 0.001386 0.949
1616082 26.0 0.001313 0.938
1616083 26.5 0.001244 0.938
1616084 27.0 0.001178 0.923
1616085 27.5 0.001116 0.926
1616086 28.0 0.001057 0.924
1616087 28.5 0.001001 0.916
1616088 29.0 0.0009483 0.931
1616089 29.5 0.0008984 0.931
1616090 30.0 0.000851 0.951
1616091 30.5 0.0008045 0.973
1616092 31.0 0.0007606 0.963
1616093 31.5 0.0007191 0.958
1616094 32.0 0.0006798 0.978
1616095 32.5 0.0006427 0.995
1616096 33.0 0.0006077 0.994
1616097 33.5 0.0005745 1.002
1616098 34.0 0.0005432 1.004
1616099 34.5 0.0005136 1.003
1616100 35.0 0.0004856 1.003
1616101 35.5 0.0004579 0.998
1616102 36.0 0.0004319 0.993
1616103 36.5 0.0004073 0.969
1616104 37.0 0.0003842 0.987
1616105 37.5 0.0003624 0.996
1616106 38.0 0.0003419 0.993
1616107 38.5 0.0003226 0.973
1616108 39.0 0.0003043 0.968
1616109 39.5 0.0002872 0.925
1616110 40.0 0.000271 0.915
1616111 40.5 0.000254 0.906
1616112 41.0 0.0002381 0.903
1616113 41.5 0.0002232 0.914
1616114 42.0 0.0002093 0.936
1616115 42.5 0.0001962 0.943
1616116 43.0 0.000184 0.927
1616117 43.5 0.0001725 0.974
1616118 44.0 0.0001618 0.969
1616119 44.5 0.0001517 0.965
1616120 45.0 0.0001423 0.97
1616121 45.5 0.0001322 0.96
1616122 46.0 0.0001228 0.964
1616123 46.5 0.0001141 0.947
1616124 47.0 0.000106 0.977
1616125 47.5 9.848e-05 0.983
1616126 48.0 9.15e-05 0.972
1616127 48.5 8.501e-05 0.939
1616128 49.0 7.899e-05 0.924
1616129 49.5 7.339e-05 0.965
1616130 50.0 6.82e-05 0.979
1616131 50.5 6.294e-05 0.98
1616132 51.0 5.809e-05 0.933
1616133 51.5 5.362e-05 0.943
1616134 52.0 4.949e-05 0.962
1616135 52.5 4.568e-05 0.953
1616136 53.0 4.216e-05 0.985
1616137 53.5 3.892e-05 0.977
1616138 54.0 3.592e-05 0.955
1616139 54.5 3.316e-05 0.977
1616140 55.0 3.061e-05 0.955
1616141 55.5 2.859e-05 1.015
1616142 56.0 2.67e-05 1.046
1616143 56.5 2.494e-05 1.046
1616144 57.0 2.33e-05 1.072
1616145 57.5 2.177e-05 1.061
1616146 58.0 2.033e-05 0.983
1616147 58.5 1.899e-05 1.0
1616148 59.0 1.774e-05 0.99
1616149 59.5 1.657e-05 0.987
1616150 60.0 1.548e-05 1.037
1616151 60.5 1.454e-05 0.995
1616152 61.0 1.366e-05 0.957
