 HgtMOLA Denkgm3 DensP
1519790 0.0 0.01466 1.021
1519791 0.5 0.01394 1.017
1519792 1.0 0.01327 1.011
1519793 1.5 0.01274 1.017
1519794 2.0 0.01223 1.013
1519795 2.5 0.01171 1.016
1519796 3.0 0.01122 1.008
1519797 3.5 0.01073 1.005
1519798 4.0 0.01027 1.012
1519799 4.5 0.00982 1.018
1519800 5.0 0.009393 1.015
1519801 5.5 0.008985 1.024
1519802 6.0 0.008594 1.028
1519803 6.5 0.008223 1.025
1519804 7.0 0.007868 1.032
1519805 7.5 0.00753 1.017
1519806 8.0 0.007206 1.004
1519807 8.5 0.006897 1.012
1519808 9.0 0.006602 1.012
1519809 9.5 0.006318 1.023
1519810 10.0 0.006047 1.027
1519811 10.5 0.005785 1.029
1519812 11.0 0.005535 1.036
1519813 11.5 0.005295 1.029
1519814 12.0 0.005067 1.035
1519815 12.5 0.004848 1.044
1519816 13.0 0.004639 1.047
1519817 13.5 0.004439 1.054
1519818 14.0 0.004248 1.05
1519819 14.5 0.004065 1.044
1519820 15.0 0.003891 1.035
1519821 15.5 0.003712 1.022
1519822 16.0 0.003541 1.019
1519823 16.5 0.003379 1.032
1519824 17.0 0.003224 1.031
1519825 17.5 0.003076 1.028
1519826 18.0 0.002935 1.008
1519827 18.5 0.002801 1.018
1519828 19.0 0.002672 1.037
1519829 19.5 0.00255 1.043
1519830 20.0 0.002434 1.025
1519831 20.5 0.002313 1.016
1519832 21.0 0.002198 1.013
1519833 21.5 0.002089 1.026
1519834 22.0 0.001985 1.034
1519835 22.5 0.001887 1.042
1519836 23.0 0.001793 1.03
1519837 23.5 0.001704 1.034
1519838 24.0 0.00162 1.026
1519839 24.5 0.00154 1.044
1519840 25.0 0.001464 1.056
1519841 25.5 0.001386 1.057
1519842 26.0 0.001313 1.047
1519843 26.5 0.001244 1.023
1519844 27.0 0.001178 1.021
1519845 27.5 0.001116 1.024
1519846 28.0 0.001057 1.025
1519847 28.5 0.001001 1.022
1519848 29.0 0.0009483 1.041
1519849 29.5 0.0008984 1.02
1519850 30.0 0.000851 1.01
1519851 30.5 0.0008045 0.991
1519852 31.0 0.0007606 0.99
1519853 31.5 0.0007191 0.977
1519854 32.0 0.0006798 0.963
1519855 32.5 0.0006427 0.959
1519856 33.0 0.0006077 0.975
1519857 33.5 0.0005745 0.988
1519858 34.0 0.0005432 1.002
1519859 34.5 0.0005136 1.03
1519860 35.0 0.0004856 1.027
1519861 35.5 0.0004579 1.028
1519862 36.0 0.0004319 1.022
1519863 36.5 0.0004073 1.023
1519864 37.0 0.0003842 1.028
1519865 37.5 0.0003624 1.006
1519866 38.0 0.0003419 1.016
1519867 38.5 0.0003226 1.044
1519868 39.0 0.0003043 1.015
1519869 39.5 0.0002872 0.999
1519870 40.0 0.000271 1.004
1519871 40.5 0.000254 1.011
1519872 41.0 0.0002381 1.009
1519873 41.5 0.0002232 0.979
1519874 42.0 0.0002093 0.99
1519875 42.5 0.0001962 0.988
1519876 43.0 0.000184 0.996
1519877 43.5 0.0001725 0.99
1519878 44.0 0.0001618 0.958
1519879 44.5 0.0001517 0.961
1519880 45.0 0.0001423 0.99
1519881 45.5 0.0001322 1.011
1519882 46.0 0.0001228 1.013
1519883 46.5 0.0001141 0.998
1519884 47.0 0.000106 1.018
1519885 47.5 9.848e-05 1.049
1519886 48.0 9.15e-05 1.046
1519887 48.5 8.501e-05 1.049
1519888 49.0 7.899e-05 1.025
1519889 49.5 7.339e-05 0.989
1519890 50.0 6.82e-05 0.988
1519891 50.5 6.294e-05 1.016
1519892 51.0 5.809e-05 1.009
1519893 51.5 5.362e-05 1.028
1519894 52.0 4.949e-05 1.02
1519895 52.5 4.568e-05 1.038
1519896 53.0 4.216e-05 0.977
1519897 53.5 3.892e-05 1.007
1519898 54.0 3.592e-05 0.982
1519899 54.5 3.316e-05 0.994
1519900 55.0 3.061e-05 1.017
1519901 55.5 2.859e-05 0.998
1519902 56.0 2.67e-05 0.992
1519903 56.5 2.494e-05 0.966
1519904 57.0 2.33e-05 0.95
1519905 57.5 2.177e-05 0.896
1519906 58.0 2.033e-05 0.879
1519907 58.5 1.899e-05 0.889
1519908 59.0 1.774e-05 0.907
1519909 59.5 1.657e-05 0.885
1519910 60.0 1.548e-05 0.92
1519911 60.5 1.454e-05 0.904
1519912 61.0 1.366e-05 0.982
1519913 61.5 1.283e-05 1.015
1519914 62.0 1.205e-05 1.0
1519915 62.5 1.132e-05 0.969
1519916 63.0 1.064e-05 0.941
1519917 63.5 9.99e-06 0.922
1519918 64.0 9.385e-06 0.89
1519919 64.5 8.816e-06 0.869
1519920 65.0 8.297e-06 0.879
1519921 65.5 7.774e-06 0.909
1519922 66.0 7.285e-06 0.945
1519923 66.5 6.827e-06 0.948
1519924 67.0 6.398e-06 0.955
1519925 67.5 5.996e-06 0.947
1519926 68.0 5.619e-06 0.948
1519927 68.5 5.267e-06 0.996
1519928 69.0 4.936e-06 1.014
1519929 69.5 4.627e-06 1.047
1519930 70.0 4.352e-06 1.014
1519931 70.5 4.07e-06 1.083
1519932 71.0 3.806e-06 1.118
1519933 71.5 3.559e-06 1.143
1519934 72.0 3.328e-06 1.194
1519935 72.5 3.112e-06 1.212
1519936 73.0 2.911e-06 1.228
1519937 73.5 2.722e-06 1.169
1519938 74.0 2.546e-06 1.126
1519939 74.5 2.381e-06 1.11
1519940 75.0 2.226e-06 1.128
1519941 75.5 2.07e-06 1.127
1519942 76.0 1.925e-06 1.051
1519943 76.5 1.791e-06 1.109
1519944 77.0 1.666e-06 1.081
1519945 77.5 1.551e-06 1.082
1519946 78.0 1.444e-06 1.085
1519947 78.5 1.345e-06 0.999
1519948 79.0 1.253e-06 1.033
1519949 79.5 1.168e-06 0.962
