 HgtMOLA Denkgm3 DensP
907062 0.0 0.01466 0.969
907063 0.5 0.01394 0.971
907064 1.0 0.01327 0.965
907065 1.5 0.01274 0.968
907066 2.0 0.01223 0.964
907067 2.5 0.01171 0.97
907068 3.0 0.01122 0.971
907069 3.5 0.01073 0.963
907070 4.0 0.01027 0.97
907071 4.5 0.00982 0.961
907072 5.0 0.009393 0.956
907073 5.5 0.008985 0.969
907074 6.0 0.008594 0.968
907075 6.5 0.008223 0.971
907076 7.0 0.007868 0.972
907077 7.5 0.00753 0.968
907078 8.0 0.007206 0.967
907079 8.5 0.006897 0.965
907080 9.0 0.006602 0.982
907081 9.5 0.006318 0.98
907082 10.0 0.006047 0.973
907083 10.5 0.005785 0.968
907084 11.0 0.005535 0.978
907085 11.5 0.005295 0.961
907086 12.0 0.005067 0.975
907087 12.5 0.004848 0.972
907088 13.0 0.004639 0.977
907089 13.5 0.004439 0.985
907090 14.0 0.004248 0.987
907091 14.5 0.004065 0.986
907092 15.0 0.003891 0.981
907093 15.5 0.003712 0.978
907094 16.0 0.003541 0.984
907095 16.5 0.003379 0.981
907096 17.0 0.003224 0.984
907097 17.5 0.003076 0.992
907098 18.0 0.002935 1.0
907099 18.5 0.002801 1.001
907100 19.0 0.002672 0.984
907101 19.5 0.00255 0.963
907102 20.0 0.002434 0.963
907103 20.5 0.002313 0.967
907104 21.0 0.002198 0.971
907105 21.5 0.002089 0.954
907106 22.0 0.001985 0.951
907107 22.5 0.001887 0.94
907108 23.0 0.001793 0.944
907109 23.5 0.001704 0.948
907110 24.0 0.00162 0.94
907111 24.5 0.00154 0.93
907112 25.0 0.001464 0.93
907113 25.5 0.001386 0.936
907114 26.0 0.001313 0.932
907115 26.5 0.001244 0.922
907116 27.0 0.001178 0.941
907117 27.5 0.001116 0.939
907118 28.0 0.001057 0.953
907119 28.5 0.001001 0.959
907120 29.0 0.0009483 0.971
907121 29.5 0.0008984 0.962
907122 30.0 0.000851 0.953
907123 30.5 0.0008045 0.955
907124 31.0 0.0007606 0.943
907125 31.5 0.0007191 0.952
907126 32.0 0.0006798 0.959
907127 32.5 0.0006427 0.948
907128 33.0 0.0006077 0.964
907129 33.5 0.0005745 0.972
907130 34.0 0.0005432 0.992
907131 34.5 0.0005136 1.003
907132 35.0 0.0004856 1.004
907133 35.5 0.0004579 0.982
907134 36.0 0.0004319 0.997
907135 36.5 0.0004073 0.976
907136 37.0 0.0003842 0.981
907137 37.5 0.0003624 0.992
907138 38.0 0.0003419 0.973
907139 38.5 0.0003226 1.039
907140 39.0 0.0003043 1.045
907141 39.5 0.0002872 1.03
907142 40.0 0.000271 1.034
907143 40.5 0.000254 1.015
907144 41.0 0.0002381 0.996
907145 41.5 0.0002232 1.01
907146 42.0 0.0002093 1.023
907147 42.5 0.0001962 1.069
907148 43.0 0.000184 1.053
907149 43.5 0.0001725 1.067
907150 44.0 0.0001618 1.065
907151 44.5 0.0001517 1.079
907152 45.0 0.0001423 1.07
907153 45.5 0.0001322 1.037
907154 46.0 0.0001228 1.045
907155 46.5 0.0001141 1.074
907156 47.0 0.000106 1.053
907157 47.5 9.848e-05 1.024
907158 48.0 9.15e-05 1.006
907159 48.5 8.501e-05 1.016
907160 49.0 7.899e-05 1.023
907161 49.5 7.339e-05 1.014
907162 50.0 6.82e-05 1.007
907163 50.5 6.294e-05 0.987
907164 51.0 5.809e-05 0.986
907165 51.5 5.362e-05 1.048
907166 52.0 4.949e-05 1.019
907167 52.5 4.568e-05 1.009
907168 53.0 4.216e-05 1.032
907169 53.5 3.892e-05 0.975
907170 54.0 3.592e-05 0.977
907171 54.5 3.316e-05 0.955
907172 55.0 3.061e-05 0.945
907173 55.5 2.859e-05 0.911
907174 56.0 2.67e-05 0.892
907175 56.5 2.494e-05 0.931
