 HgtMOLA Denkgm3 DensP
1025357 0.0 0.01466 1.002
1025358 0.5 0.01394 1.008
1025359 1.0 0.01327 1.012
1025360 1.5 0.01274 1.017
1025361 2.0 0.01223 1.012
1025362 2.5 0.01171 1.021
1025363 3.0 0.01122 1.022
1025364 3.5 0.01073 1.024
1025365 4.0 0.01027 1.026
1025366 4.5 0.00982 1.023
1025367 5.0 0.009393 1.016
1025368 5.5 0.008985 1.013
1025369 6.0 0.008594 1.019
1025370 6.5 0.008223 1.025
1025371 7.0 0.007868 1.023
1025372 7.5 0.00753 1.021
1025373 8.0 0.007206 1.021
1025374 8.5 0.006897 1.021
1025375 9.0 0.006602 1.032
1025376 9.5 0.006318 1.034
1025377 10.0 0.006047 1.027
1025378 10.5 0.005785 1.021
1025379 11.0 0.005535 1.024
1025380 11.5 0.005295 1.016
1025381 12.0 0.005067 1.019
1025382 12.5 0.004848 1.025
1025383 13.0 0.004639 1.028
1025384 13.5 0.004439 1.017
1025385 14.0 0.004248 1.026
1025386 14.5 0.004065 1.012
1025387 15.0 0.003891 1.006
1025388 15.5 0.003712 1.002
1025389 16.0 0.003541 0.998
1025390 16.5 0.003379 1.002
1025391 17.0 0.003224 1.0
1025392 17.5 0.003076 0.99
1025393 18.0 0.002935 0.983
1025394 18.5 0.002801 1.017
1025395 19.0 0.002672 0.998
1025396 19.5 0.00255 0.993
1025397 20.0 0.002434 1.009
1025398 20.5 0.002313 0.997
1025399 21.0 0.002198 0.99
1025400 21.5 0.002089 0.986
1025401 22.0 0.001985 0.984
1025402 22.5 0.001887 0.983
1025403 23.0 0.001793 0.96
1025404 23.5 0.001704 0.968
1025405 24.0 0.00162 0.954
1025406 24.5 0.00154 0.935
1025407 25.0 0.001464 0.936
1025408 25.5 0.001386 0.943
1025409 26.0 0.001313 0.947
1025410 26.5 0.001244 0.968
1025411 27.0 0.001178 0.957
1025412 27.5 0.001116 0.953
1025413 28.0 0.001057 0.949
1025414 28.5 0.001001 0.948
1025415 29.0 0.0009483 0.972
1025416 29.5 0.0008984 0.978
1025417 30.0 0.000851 0.997
1025418 30.5 0.0008045 0.992
1025419 31.0 0.0007606 0.992
