 HgtMOLA Denkgm3 DensP
1618035 0.0 0.01466 1.015
1618036 0.5 0.01394 1.012
1618037 1.0 0.01327 1.017
1618038 1.5 0.01274 1.016
1618039 2.0 0.01223 1.01
1618040 2.5 0.01171 0.995
1618041 3.0 0.01122 1.009
1618042 3.5 0.01073 1.013
1618043 4.0 0.01027 1.013
1618044 4.5 0.00982 1.021
1618045 5.0 0.009393 1.019
1618046 5.5 0.008985 1.014
1618047 6.0 0.008594 1.007
1618048 6.5 0.008223 1.012
1618049 7.0 0.007868 1.0
1618050 7.5 0.00753 1.0
1618051 8.0 0.007206 0.996
1618052 8.5 0.006897 0.997
1618053 9.0 0.006602 1.001
1618054 9.5 0.006318 1.005
1618055 10.0 0.006047 1.007
1618056 10.5 0.005785 1.005
1618057 11.0 0.005535 1.01
1618058 11.5 0.005295 1.008
1618059 12.0 0.005067 1.012
1618060 12.5 0.004848 1.022
1618061 13.0 0.004639 1.02
1618062 13.5 0.004439 1.022
1618063 14.0 0.004248 1.03
1618064 14.5 0.004065 1.025
1618065 15.0 0.003891 1.031
1618066 15.5 0.003712 1.026
1618067 16.0 0.003541 1.024
1618068 16.5 0.003379 1.028
1618069 17.0 0.003224 1.02
1618070 17.5 0.003076 1.014
1618071 18.0 0.002935 0.997
1618072 18.5 0.002801 0.977
1618073 19.0 0.002672 0.979
1618074 19.5 0.00255 0.985
1618075 20.0 0.002434 0.977
1618076 20.5 0.002313 0.984
1618077 21.0 0.002198 0.982
1618078 21.5 0.002089 0.992
1618079 22.0 0.001985 1.003
1618080 22.5 0.001887 1.0
1618081 23.0 0.001793 0.997
1618082 23.5 0.001704 0.991
1618083 24.0 0.00162 1.009
1618084 24.5 0.00154 1.029
1618085 25.0 0.001464 1.04
1618086 25.5 0.001386 1.017
1618087 26.0 0.001313 1.008
1618088 26.5 0.001244 0.995
1618089 27.0 0.001178 0.997
1618090 27.5 0.001116 1.007
1618091 28.0 0.001057 1.015
1618092 28.5 0.001001 1.001
1618093 29.0 0.0009483 0.993
1618094 29.5 0.0008984 0.99
1618095 30.0 0.000851 0.984
1618096 30.5 0.0008045 0.987
1618097 31.0 0.0007606 0.97
1618098 31.5 0.0007191 0.972
1618099 32.0 0.0006798 0.989
1618100 32.5 0.0006427 0.982
1618101 33.0 0.0006077 0.984
1618102 33.5 0.0005745 0.996
1618103 34.0 0.0005432 0.987
1618104 34.5 0.0005136 1.004
1618105 35.0 0.0004856 1.02
1618106 35.5 0.0004579 1.025
1618107 36.0 0.0004319 1.024
1618108 36.5 0.0004073 1.02
1618109 37.0 0.0003842 1.013
1618110 37.5 0.0003624 1.0
1618111 38.0 0.0003419 1.023
1618112 38.5 0.0003226 1.01
1618113 39.0 0.0003043 1.003
1618114 39.5 0.0002872 1.011
1618115 40.0 0.000271 1.056
1618116 40.5 0.000254 1.05
1618117 41.0 0.0002381 1.033
1618118 41.5 0.0002232 1.061
1618119 42.0 0.0002093 1.078
1618120 42.5 0.0001962 1.039
1618121 43.0 0.000184 1.043
1618122 43.5 0.0001725 1.035
1618123 44.0 0.0001618 1.087
1618124 44.5 0.0001517 1.114
1618125 45.0 0.0001423 1.13
1618126 45.5 0.0001322 1.1
1618127 46.0 0.0001228 1.096
1618128 46.5 0.0001141 1.094
1618129 47.0 0.000106 1.107
1618130 47.5 9.848e-05 1.098
1618131 48.0 9.15e-05 1.127
1618132 48.5 8.501e-05 1.109
1618133 49.0 7.899e-05 1.079
1618134 49.5 7.339e-05 1.079
1618135 50.0 6.82e-05 1.046
