 HgtMOLA Denkgm3 DensP
6416 0.0 0.01466 0.99
6417 0.5 0.01394 0.998
6418 1.0 0.01327 1.007
6419 1.5 0.01274 1.013
6420 2.0 0.01223 1.021
6421 2.5 0.01171 1.018
6422 3.0 0.01122 1.009
6423 3.5 0.01073 1.007
6424 4.0 0.01027 1.002
6425 4.5 0.00982 1.007
6426 5.0 0.009393 1.014
6427 5.5 0.008985 1.002
6428 6.0 0.008594 1.012
6429 6.5 0.008223 1.017
6430 7.0 0.007868 1.019
6431 7.5 0.00753 1.019
6432 8.0 0.007206 1.018
6433 8.5 0.006897 1.023
6434 9.0 0.006602 1.021
6435 9.5 0.006318 1.032
6436 10.0 0.006047 1.019
6437 10.5 0.005785 1.021
6438 11.0 0.005535 1.03
6439 11.5 0.005295 1.025
6440 12.0 0.005067 1.042
6441 12.5 0.004848 1.022
6442 13.0 0.004639 1.025
6443 13.5 0.004439 1.016
6444 14.0 0.004248 1.015
6445 14.5 0.004065 1.023
6446 15.0 0.003891 1.023
6447 15.5 0.003712 1.023
6448 16.0 0.003541 1.016
6449 16.5 0.003379 1.014
6450 17.0 0.003224 1.017
6451 17.5 0.003076 1.019
6452 18.0 0.002935 1.03
6453 18.5 0.002801 1.031
6454 19.0 0.002672 1.025
6455 19.5 0.00255 1.024
6456 20.0 0.002434 1.018
6457 20.5 0.002313 1.007
6458 21.0 0.002198 1.02
6459 21.5 0.002089 1.038
6460 22.0 0.001985 1.038
6461 22.5 0.001887 1.042
6462 23.0 0.001793 1.044
6463 23.5 0.001704 1.06
6464 24.0 0.00162 1.053
6465 24.5 0.00154 1.078
6466 25.0 0.001464 1.072
6467 25.5 0.001386 1.06
6468 26.0 0.001313 1.049
6469 26.5 0.001244 1.038
6470 27.0 0.001178 1.031
6471 27.5 0.001116 1.02
6472 28.0 0.001057 1.024
6473 28.5 0.001001 1.006
6474 29.0 0.0009483 0.999
6475 29.5 0.0008984 1.01
6476 30.0 0.000851 0.982
6477 30.5 0.0008045 0.995
6478 31.0 0.0007606 0.989
6479 31.5 0.0007191 0.986
