 HgtMOLA Denkgm3 DensP
725008 0.0 0.01466 1.004
725009 0.5 0.01394 1.01
725010 1.0 0.01327 1.01
725011 1.5 0.01274 1.013
725012 2.0 0.01223 1.02
725013 2.5 0.01171 1.024
725014 3.0 0.01122 1.024
725015 3.5 0.01073 1.017
725016 4.0 0.01027 1.017
725017 4.5 0.00982 1.021
725018 5.0 0.009393 1.019
725019 5.5 0.008985 1.014
725020 6.0 0.008594 1.01
725021 6.5 0.008223 1.012
725022 7.0 0.007868 1.025
725023 7.5 0.00753 1.027
725024 8.0 0.007206 1.018
725025 8.5 0.006897 1.02
725026 9.0 0.006602 1.0
725027 9.5 0.006318 1.011
725028 10.0 0.006047 1.001
725029 10.5 0.005785 0.999
725030 11.0 0.005535 0.999
725031 11.5 0.005295 0.989
725032 12.0 0.005067 0.99
725033 12.5 0.004848 0.989
725034 13.0 0.004639 0.986
725035 13.5 0.004439 0.976
725036 14.0 0.004248 0.979
725037 14.5 0.004065 0.981
725038 15.0 0.003891 0.983
725039 15.5 0.003712 0.99
725040 16.0 0.003541 0.994
725041 16.5 0.003379 0.998
725042 17.0 0.003224 0.997
725043 17.5 0.003076 1.005
725044 18.0 0.002935 0.999
725045 18.5 0.002801 0.995
725046 19.0 0.002672 0.98
725047 19.5 0.00255 0.977
725048 20.0 0.002434 0.978
725049 20.5 0.002313 0.976
725050 21.0 0.002198 0.965
725051 21.5 0.002089 0.952
725052 22.0 0.001985 0.955
725053 22.5 0.001887 0.979
725054 23.0 0.001793 0.975
725055 23.5 0.001704 0.962
725056 24.0 0.00162 0.972
725057 24.5 0.00154 0.973
725058 25.0 0.001464 0.992
725059 25.5 0.001386 1.004
725060 26.0 0.001313 1.008
725061 26.5 0.001244 1.016
725062 27.0 0.001178 1.009
725063 27.5 0.001116 1.01
725064 28.0 0.001057 1.017
725065 28.5 0.001001 1.009
725066 29.0 0.0009483 1.003
725067 29.5 0.0008984 1.018
725068 30.0 0.000851 1.01
725069 30.5 0.0008045 1.038
725070 31.0 0.0007606 1.049
725071 31.5 0.0007191 1.05
725072 32.0 0.0006798 1.059
725073 32.5 0.0006427 1.069
725074 33.0 0.0006077 1.075
725075 33.5 0.0005745 1.059
725076 34.0 0.0005432 1.056
725077 34.5 0.0005136 1.068
725078 35.0 0.0004856 1.061
725079 35.5 0.0004579 1.062
725080 36.0 0.0004319 1.065
725081 36.5 0.0004073 1.08
725082 37.0 0.0003842 1.064
725083 37.5 0.0003624 1.066
725084 38.0 0.0003419 1.067
725085 38.5 0.0003226 1.055
725086 39.0 0.0003043 1.062
725087 39.5 0.0002872 1.063
725088 40.0 0.000271 1.048
725089 40.5 0.000254 1.039
725090 41.0 0.0002381 1.043
725091 41.5 0.0002232 1.061
725092 42.0 0.0002093 1.049
725093 42.5 0.0001962 1.053
725094 43.0 0.000184 1.035
725095 43.5 0.0001725 1.045
725096 44.0 0.0001618 1.026
725097 44.5 0.0001517 0.998
725098 45.0 0.0001423 0.969
725099 45.5 0.0001322 0.972
725100 46.0 0.0001228 0.98
725101 46.5 0.0001141 1.001
725102 47.0 0.000106 1.0
725103 47.5 9.848e-05 0.993
725104 48.0 9.15e-05 0.987
725105 48.5 8.501e-05 0.966
725106 49.0 7.899e-05 0.928
725107 49.5 7.339e-05 0.967
725108 50.0 6.82e-05 0.937
725109 50.5 6.294e-05 0.95
725110 51.0 5.809e-05 0.951
725111 51.5 5.362e-05 0.947
725112 52.0 4.949e-05 0.976
725113 52.5 4.568e-05 0.966
725114 53.0 4.216e-05 0.951
725115 53.5 3.892e-05 0.985
725116 54.0 3.592e-05 0.974
725117 54.5 3.316e-05 0.991
725118 55.0 3.061e-05 0.999
725119 55.5 2.859e-05 0.992
725120 56.0 2.67e-05 1.007
725121 56.5 2.494e-05 1.015
725122 57.0 2.33e-05 1.045
725123 57.5 2.177e-05 1.015
725124 58.0 2.033e-05 1.021
725125 58.5 1.899e-05 0.976
725126 59.0 1.774e-05 0.964
725127 59.5 1.657e-05 0.986
725128 60.0 1.548e-05 0.959
725129 60.5 1.454e-05 0.913
725130 61.0 1.366e-05 0.928
725131 61.5 1.283e-05 1.005
725132 62.0 1.205e-05 1.011
725133 62.5 1.132e-05 0.996
725134 63.0 1.064e-05 0.984
725135 63.5 9.99e-06 0.981
725136 64.0 9.385e-06 0.991
725137 64.5 8.816e-06 1.002
725138 65.0 8.297e-06 0.985
725139 65.5 7.774e-06 0.954
725140 66.0 7.285e-06 0.912
725141 66.5 6.827e-06 0.989
725142 67.0 6.398e-06 0.946
725143 67.5 5.996e-06 0.942
725144 68.0 5.619e-06 0.883
725145 68.5 5.267e-06 0.845
725146 69.0 4.936e-06 0.883
725147 69.5 4.627e-06 0.881
725148 70.0 4.352e-06 0.882
725149 70.5 4.07e-06 0.955
725150 71.0 3.806e-06 0.986
725151 71.5 3.559e-06 0.974
725152 72.0 3.328e-06 0.988
725153 72.5 3.112e-06 0.991
725154 73.0 2.911e-06 0.954
725155 73.5 2.722e-06 0.918
725156 74.0 2.546e-06 0.871
725157 74.5 2.381e-06 0.888
725158 75.0 2.226e-06 0.879
725159 75.5 2.07e-06 0.888
725160 76.0 1.925e-06 0.844
725161 76.5 1.791e-06 0.859
725162 77.0 1.666e-06 0.827
725163 77.5 1.551e-06 0.799
