 HgtMOLA Denkgm3 DensP
1668561 0.0 0.01466 1.022
1668562 0.5 0.01394 1.021
1668563 1.0 0.01327 1.011
1668564 1.5 0.01274 1.018
1668565 2.0 0.01223 1.022
1668566 2.5 0.01171 1.019
1668567 3.0 0.01122 1.025
1668568 3.5 0.01073 1.037
1668569 4.0 0.01027 1.049
1668570 4.5 0.00982 1.038
1668571 5.0 0.009393 1.042
1668572 5.5 0.008985 1.044
1668573 6.0 0.008594 1.048
1668574 6.5 0.008223 1.051
1668575 7.0 0.007868 1.054
1668576 7.5 0.00753 1.048
1668577 8.0 0.007206 1.047
1668578 8.5 0.006897 1.046
1668579 9.0 0.006602 1.043
1668580 9.5 0.006318 1.043
1668581 10.0 0.006047 1.03
1668582 10.5 0.005785 1.039
1668583 11.0 0.005535 1.031
1668584 11.5 0.005295 1.017
1668585 12.0 0.005067 1.005
1668586 12.5 0.004848 0.997
1668587 13.0 0.004639 0.983
1668588 13.5 0.004439 0.981
1668589 14.0 0.004248 0.968
1668590 14.5 0.004065 0.966
1668591 15.0 0.003891 0.968
1668592 15.5 0.003712 0.979
1668593 16.0 0.003541 0.983
1668594 16.5 0.003379 1.0
1668595 17.0 0.003224 0.99
1668596 17.5 0.003076 0.996
1668597 18.0 0.002935 1.0
1668598 18.5 0.002801 0.99
1668599 19.0 0.002672 0.976
1668600 19.5 0.00255 0.969
1668601 20.0 0.002434 0.976
1668602 20.5 0.002313 0.979
1668603 21.0 0.002198 0.977
1668604 21.5 0.002089 0.983
1668605 22.0 0.001985 0.968
1668606 22.5 0.001887 0.975
1668607 23.0 0.001793 0.981
1668608 23.5 0.001704 0.989
1668609 24.0 0.00162 0.976
1668610 24.5 0.00154 0.974
1668611 25.0 0.001464 0.971
1668612 25.5 0.001386 0.964
1668613 26.0 0.001313 0.949
1668614 26.5 0.001244 0.957
1668615 27.0 0.001178 0.975
1668616 27.5 0.001116 0.97
1668617 28.0 0.001057 0.956
1668618 28.5 0.001001 0.981
1668619 29.0 0.0009483 0.98
1668620 29.5 0.0008984 0.987
1668621 30.0 0.000851 1.005
1668622 30.5 0.0008045 0.986
1668623 31.0 0.0007606 0.996
1668624 31.5 0.0007191 1.016
1668625 32.0 0.0006798 0.996
1668626 32.5 0.0006427 0.995
1668627 33.0 0.0006077 0.99
1668628 33.5 0.0005745 0.99
1668629 34.0 0.0005432 1.005
1668630 34.5 0.0005136 1.02
1668631 35.0 0.0004856 1.005
1668632 35.5 0.0004579 1.008
1668633 36.0 0.0004319 1.021
1668634 36.5 0.0004073 1.042
1668635 37.0 0.0003842 1.056
1668636 37.5 0.0003624 1.023
1668637 38.0 0.0003419 1.025
1668638 38.5 0.0003226 1.034
1668639 39.0 0.0003043 1.005
1668640 39.5 0.0002872 1.001
1668641 40.0 0.000271 1.025
1668642 40.5 0.000254 1.036
1668643 41.0 0.0002381 1.021
1668644 41.5 0.0002232 1.03
1668645 42.0 0.0002093 1.022
1668646 42.5 0.0001962 1.029
1668647 43.0 0.000184 1.043
1668648 43.5 0.0001725 1.055
1668649 44.0 0.0001618 1.055
1668650 44.5 0.0001517 1.065
1668651 45.0 0.0001423 1.042
1668652 45.5 0.0001322 1.051
1668653 46.0 0.0001228 1.07
1668654 46.5 0.0001141 1.078
1668655 47.0 0.000106 1.084
1668656 47.5 9.848e-05 1.051
1668657 48.0 9.15e-05 1.114
1668658 48.5 8.501e-05 1.123
1668659 49.0 7.899e-05 1.12
1668660 49.5 7.339e-05 1.122
1668661 50.0 6.82e-05 1.089
1668662 50.5 6.294e-05 1.098
1668663 51.0 5.809e-05 1.082
1668664 51.5 5.362e-05 1.059
1668665 52.0 4.949e-05 1.078
1668666 52.5 4.568e-05 1.084
1668667 53.0 4.216e-05 1.097
1668668 53.5 3.892e-05 1.084
1668669 54.0 3.592e-05 1.098
1668670 54.5 3.316e-05 1.139
1668671 55.0 3.061e-05 1.147
1668672 55.5 2.859e-05 1.163
1668673 56.0 2.67e-05 1.134
1668674 56.5 2.494e-05 1.121
1668675 57.0 2.33e-05 1.104
1668676 57.5 2.177e-05 1.09
1668677 58.0 2.033e-05 1.017
1668678 58.5 1.899e-05 1.04
1668679 59.0 1.774e-05 1.046
1668680 59.5 1.657e-05 1.083
1668681 60.0 1.548e-05 1.1
1668682 60.5 1.454e-05 1.093
1668683 61.0 1.366e-05 1.133
1668684 61.5 1.283e-05 1.157
1668685 62.0 1.205e-05 1.065
1668686 62.5 1.132e-05 1.076
1668687 63.0 1.064e-05 1.065
1668688 63.5 9.99e-06 1.127
1668689 64.0 9.385e-06 1.122
1668690 64.5 8.816e-06 1.08
1668691 65.0 8.297e-06 1.066
1668692 65.5 7.774e-06 1.142
1668693 66.0 7.285e-06 1.111
1668694 66.5 6.827e-06 1.167
1668695 67.0 6.398e-06 1.161
1668696 67.5 5.996e-06 1.169
1668697 68.0 5.619e-06 1.149
1668698 68.5 5.267e-06 1.131
1668699 69.0 4.936e-06 1.134
1668700 69.5 4.627e-06 1.148
1668701 70.0 4.352e-06 1.188
1668702 70.5 4.07e-06 1.223
1668703 71.0 3.806e-06 1.189
1668704 71.5 3.559e-06 1.135
1668705 72.0 3.328e-06 1.014
1668706 72.5 3.112e-06 1.126
1668707 73.0 2.911e-06 1.048
1668708 73.5 2.722e-06 1.029
1668709 74.0 2.546e-06 1.046
1668710 74.5 2.381e-06 1.064
1668711 75.0 2.226e-06 0.992
1668712 75.5 2.07e-06 0.97
1668713 76.0 1.925e-06 0.94
1668714 76.5 1.791e-06 0.976
1668715 77.0 1.666e-06 1.035
1668716 77.5 1.551e-06 1.068
1668717 78.0 1.444e-06 1.035
1668718 78.5 1.345e-06 1.069
1668719 79.0 1.253e-06 1.275
1668720 79.5 1.168e-06 1.247
1668721 80.0 1.089e-06 1.28
1668722 80.5 1.017e-06 1.305
1668723 81.0 9.512e-07 1.327
1668724 81.5 8.895e-07 1.316
1668725 82.0 8.319e-07 1.231
1668726 82.5 7.78e-07 1.253
1668727 83.0 7.276e-07 1.188
1668728 83.5 6.805e-07 1.263
1668729 84.0 6.364e-07 1.27
1668730 84.5 5.953e-07 1.118
1668731 85.0 5.568e-07 1.198
1668732 85.5 5.2e-07 1.267
1668733 86.0 4.85e-07 1.182
1668734 86.5 4.524e-07 1.204
1668735 87.0 4.22e-07 1.275
1668736 87.5 3.936e-07 1.178
1668737 88.0 3.672e-07 1.221
1668738 88.5 3.425e-07 1.152
1668739 89.0 3.195e-07 1.094
1668740 89.5 2.981e-07 1.137
1668741 90.0 2.781e-07 1.117
1668742 90.5 2.589e-07 1.091
1668743 91.0 2.407e-07 0.949
1668744 91.5 2.237e-07 0.976
1668745 92.0 2.08e-07 1.024
1668746 92.5 1.933e-07 1.008
1668747 93.0 1.797e-07 0.936
1668748 93.5 1.67e-07 0.889
1668749 94.0 1.553e-07 0.895
1668750 94.5 1.444e-07 0.887
1668751 95.0 1.342e-07 0.796
1668752 95.5 1.246e-07 0.697
1668753 96.0 1.155e-07 0.787
