 HgtMOLA Denkgm3 DensP
1978133 0.0 0.01466 0.977
1978134 0.5 0.01394 0.981
1978135 1.0 0.01327 0.988
1978136 1.5 0.01274 0.988
1978137 2.0 0.01223 0.983
1978138 2.5 0.01171 0.986
1978139 3.0 0.01122 0.986
1978140 3.5 0.01073 0.994
1978141 4.0 0.01027 1.001
1978142 4.5 0.00982 0.983
1978143 5.0 0.009393 0.969
1978144 5.5 0.008985 0.972
1978145 6.0 0.008594 0.972
1978146 6.5 0.008223 0.981
1978147 7.0 0.007868 0.983
1978148 7.5 0.00753 0.986
1978149 8.0 0.007206 0.981
1978150 8.5 0.006897 0.991
1978151 9.0 0.006602 0.975
1978152 9.5 0.006318 0.97
1978153 10.0 0.006047 0.956
1978154 10.5 0.005785 0.971
1978155 11.0 0.005535 0.97
1978156 11.5 0.005295 0.957
1978157 12.0 0.005067 0.959
1978158 12.5 0.004848 0.96
1978159 13.0 0.004639 0.965
1978160 13.5 0.004439 0.968
1978161 14.0 0.004248 0.985
1978162 14.5 0.004065 0.995
1978163 15.0 0.003891 1.008
1978164 15.5 0.003712 1.007
1978165 16.0 0.003541 0.998
1978166 16.5 0.003379 1.007
1978167 17.0 0.003224 0.988
1978168 17.5 0.003076 0.991
1978169 18.0 0.002935 0.984
1978170 18.5 0.002801 0.976
1978171 19.0 0.002672 0.971
1978172 19.5 0.00255 0.983
1978173 20.0 0.002434 1.003
1978174 20.5 0.002313 0.994
1978175 21.0 0.002198 0.994
1978176 21.5 0.002089 0.995
1978177 22.0 0.001985 0.993
1978178 22.5 0.001887 0.989
1978179 23.0 0.001793 0.979
1978180 23.5 0.001704 0.973
1978181 24.0 0.00162 0.97
1978182 24.5 0.00154 0.966
1978183 25.0 0.001464 0.988
1978184 25.5 0.001386 1.002
1978185 26.0 0.001313 1.015
1978186 26.5 0.001244 1.028
1978187 27.0 0.001178 1.024
1978188 27.5 0.001116 1.023
1978189 28.0 0.001057 1.024
1978190 28.5 0.001001 1.032
1978191 29.0 0.0009483 1.006
1978192 29.5 0.0008984 1.026
1978193 30.0 0.000851 1.025
1978194 30.5 0.0008045 1.03
1978195 31.0 0.0007606 1.039
1978196 31.5 0.0007191 1.046
1978197 32.0 0.0006798 1.057
1978198 32.5 0.0006427 1.077
1978199 33.0 0.0006077 1.089
1978200 33.5 0.0005745 1.091
1978201 34.0 0.0005432 1.088
1978202 34.5 0.0005136 1.09
1978203 35.0 0.0004856 1.089
1978204 35.5 0.0004579 1.067
1978205 36.0 0.0004319 1.072
1978206 36.5 0.0004073 1.061
1978207 37.0 0.0003842 1.05
1978208 37.5 0.0003624 1.054
1978209 38.0 0.0003419 1.063
1978210 38.5 0.0003226 1.061
1978211 39.0 0.0003043 1.035
1978212 39.5 0.0002872 1.075
1978213 40.0 0.000271 1.064
1978214 40.5 0.000254 1.055
1978215 41.0 0.0002381 1.052
1978216 41.5 0.0002232 1.068
1978217 42.0 0.0002093 1.047
1978218 42.5 0.0001962 1.011
1978219 43.0 0.000184 1.024
1978220 43.5 0.0001725 1.015
1978221 44.0 0.0001618 1.053
1978222 44.5 0.0001517 1.03
1978223 45.0 0.0001423 1.008
1978224 45.5 0.0001322 1.021
1978225 46.0 0.0001228 0.98
1978226 46.5 0.0001141 0.974
1978227 47.0 0.000106 0.955
1978228 47.5 9.848e-05 0.958
1978229 48.0 9.15e-05 0.973
1978230 48.5 8.501e-05 0.974
1978231 49.0 7.899e-05 1.003
1978232 49.5 7.339e-05 1.006
1978233 50.0 6.82e-05 1.056
1978234 50.5 6.294e-05 0.998
1978235 51.0 5.809e-05 1.008
1978236 51.5 5.362e-05 1.003
1978237 52.0 4.949e-05 0.968
1978238 52.5 4.568e-05 0.988
1978239 53.0 4.216e-05 1.013
1978240 53.5 3.892e-05 1.049
