 HgtMOLA Denkgm3 DensP
1732721 0.0 0.01466 1.035
1732722 0.5 0.01394 1.024
1732723 1.0 0.01327 1.03
1732724 1.5 0.01274 1.022
1732725 2.0 0.01223 1.018
1732726 2.5 0.01171 1.012
1732727 3.0 0.01122 1.003
1732728 3.5 0.01073 0.999
1732729 4.0 0.01027 1.007
1732730 4.5 0.00982 1.013
1732731 5.0 0.009393 1.003
1732732 5.5 0.008985 1.004
1732733 6.0 0.008594 1.007
1732734 6.5 0.008223 1.012
1732735 7.0 0.007868 1.013
1732736 7.5 0.00753 1.014
1732737 8.0 0.007206 1.025
1732738 8.5 0.006897 1.009
1732739 9.0 0.006602 1.015
1732740 9.5 0.006318 1.014
1732741 10.0 0.006047 1.006
1732742 10.5 0.005785 1.002
1732743 11.0 0.005535 1.004
1732744 11.5 0.005295 1.006
1732745 12.0 0.005067 0.99
1732746 12.5 0.004848 0.977
1732747 13.0 0.004639 0.982
1732748 13.5 0.004439 0.989
1732749 14.0 0.004248 0.99
1732750 14.5 0.004065 0.993
1732751 15.0 0.003891 0.993
1732752 15.5 0.003712 1.003
1732753 16.0 0.003541 1.006
1732754 16.5 0.003379 1.013
1732755 17.0 0.003224 1.011
1732756 17.5 0.003076 1.006
1732757 18.0 0.002935 1.023
1732758 18.5 0.002801 1.022
1732759 19.0 0.002672 1.017
1732760 19.5 0.00255 1.04
1732761 20.0 0.002434 1.04
1732762 20.5 0.002313 1.052
1732763 21.0 0.002198 1.058
1732764 21.5 0.002089 1.067
1732765 22.0 0.001985 1.055
1732766 22.5 0.001887 1.074
1732767 23.0 0.001793 1.07
1732768 23.5 0.001704 1.057
1732769 24.0 0.00162 1.048
1732770 24.5 0.00154 1.033
1732771 25.0 0.001464 1.029
1732772 25.5 0.001386 1.054
1732773 26.0 0.001313 1.07
1732774 26.5 0.001244 1.071
1732775 27.0 0.001178 1.086
1732776 27.5 0.001116 1.074
1732777 28.0 0.001057 1.094
1732778 28.5 0.001001 1.111
1732779 29.0 0.0009483 1.103
1732780 29.5 0.0008984 1.107
1732781 30.0 0.000851 1.11
1732782 30.5 0.0008045 1.113
1732783 31.0 0.0007606 1.111
1732784 31.5 0.0007191 1.116
1732785 32.0 0.0006798 1.108
1732786 32.5 0.0006427 1.108
1732787 33.0 0.0006077 1.074
1732788 33.5 0.0005745 1.053
1732789 34.0 0.0005432 1.058
1732790 34.5 0.0005136 1.041
1732791 35.0 0.0004856 1.041
1732792 35.5 0.0004579 1.036
1732793 36.0 0.0004319 1.048
1732794 36.5 0.0004073 1.044
1732795 37.0 0.0003842 1.018
1732796 37.5 0.0003624 1.025
1732797 38.0 0.0003419 1.019
1732798 38.5 0.0003226 0.991
1732799 39.0 0.0003043 0.982
1732800 39.5 0.0002872 0.99
1732801 40.0 0.000271 0.983
1732802 40.5 0.000254 0.984
1732803 41.0 0.0002381 0.977
1732804 41.5 0.0002232 0.97
