 HgtMOLA Denkgm3 DensP
1257536 0.0 0.01466 1.0
1257537 0.5 0.01394 0.992
1257538 1.0 0.01327 0.996
1257539 1.5 0.01274 1.007
1257540 2.0 0.01223 1.004
1257541 2.5 0.01171 1.003
1257542 3.0 0.01122 1.002
1257543 3.5 0.01073 1.005
1257544 4.0 0.01027 1.013
1257545 4.5 0.00982 1.004
1257546 5.0 0.009393 1.007
1257547 5.5 0.008985 0.996
1257548 6.0 0.008594 0.993
1257549 6.5 0.008223 1.0
1257550 7.0 0.007868 1.004
1257551 7.5 0.00753 1.008
1257552 8.0 0.007206 1.016
1257553 8.5 0.006897 1.026
1257554 9.0 0.006602 1.028
1257555 9.5 0.006318 1.022
1257556 10.0 0.006047 1.017
1257557 10.5 0.005785 1.015
1257558 11.0 0.005535 1.01
1257559 11.5 0.005295 1.013
1257560 12.0 0.005067 1.018
1257561 12.5 0.004848 1.016
1257562 13.0 0.004639 1.026
1257563 13.5 0.004439 1.023
1257564 14.0 0.004248 1.025
1257565 14.5 0.004065 1.02
1257566 15.0 0.003891 1.023
1257567 15.5 0.003712 1.023
1257568 16.0 0.003541 1.012
1257569 16.5 0.003379 1.007
1257570 17.0 0.003224 1.009
1257571 17.5 0.003076 0.998
1257572 18.0 0.002935 0.992
1257573 18.5 0.002801 0.988
1257574 19.0 0.002672 0.988
1257575 19.5 0.00255 0.982
1257576 20.0 0.002434 0.985
1257577 20.5 0.002313 0.979
1257578 21.0 0.002198 0.994
1257579 21.5 0.002089 1.003
1257580 22.0 0.001985 0.982
1257581 22.5 0.001887 0.984
1257582 23.0 0.001793 0.994
1257583 23.5 0.001704 1.003
1257584 24.0 0.00162 1.002
1257585 24.5 0.00154 1.005
1257586 25.0 0.001464 1.017
1257587 25.5 0.001386 1.009
1257588 26.0 0.001313 1.008
1257589 26.5 0.001244 0.993
1257590 27.0 0.001178 0.99
1257591 27.5 0.001116 1.002
1257592 28.0 0.001057 0.991
1257593 28.5 0.001001 0.971
1257594 29.0 0.0009483 0.994
1257595 29.5 0.0008984 0.994
1257596 30.0 0.000851 0.979
1257597 30.5 0.0008045 0.967
1257598 31.0 0.0007606 0.962
1257599 31.5 0.0007191 0.966
1257600 32.0 0.0006798 0.975
1257601 32.5 0.0006427 0.958
1257602 33.0 0.0006077 0.936
1257603 33.5 0.0005745 0.944
1257604 34.0 0.0005432 0.965
1257605 34.5 0.0005136 0.963
1257606 35.0 0.0004856 0.974
1257607 35.5 0.0004579 0.987
