 HgtMOLA Denkgm3 DensP
2000589 0.0 0.01466 0.989
2000590 0.5 0.01394 0.994
2000591 1.0 0.01327 0.986
2000592 1.5 0.01274 0.995
2000593 2.0 0.01223 1.0
2000594 2.5 0.01171 1.001
2000595 3.0 0.01122 0.996
2000596 3.5 0.01073 0.992
2000597 4.0 0.01027 0.995
2000598 4.5 0.00982 1.0
2000599 5.0 0.009393 0.998
2000600 5.5 0.008985 0.996
2000601 6.0 0.008594 0.997
2000602 6.5 0.008223 0.994
2000603 7.0 0.007868 0.991
2000604 7.5 0.00753 0.993
2000605 8.0 0.007206 0.99
2000606 8.5 0.006897 0.983
2000607 9.0 0.006602 0.974
2000608 9.5 0.006318 0.972
2000609 10.0 0.006047 0.97
2000610 10.5 0.005785 0.984
2000611 11.0 0.005535 0.982
2000612 11.5 0.005295 0.994
2000613 12.0 0.005067 0.996
2000614 12.5 0.004848 1.001
2000615 13.0 0.004639 1.006
2000616 13.5 0.004439 1.0
2000617 14.0 0.004248 0.993
2000618 14.5 0.004065 0.977
2000619 15.0 0.003891 0.974
2000620 15.5 0.003712 0.98
2000621 16.0 0.003541 0.978
2000622 16.5 0.003379 0.981
2000623 17.0 0.003224 0.994
2000624 17.5 0.003076 0.997
2000625 18.0 0.002935 1.006
2000626 18.5 0.002801 1.0
2000627 19.0 0.002672 0.996
2000628 19.5 0.00255 0.997
2000629 20.0 0.002434 1.004
2000630 20.5 0.002313 1.005
2000631 21.0 0.002198 0.992
2000632 21.5 0.002089 1.013
2000633 22.0 0.001985 1.016
2000634 22.5 0.001887 1.015
2000635 23.0 0.001793 1.02
2000636 23.5 0.001704 1.015
2000637 24.0 0.00162 1.04
2000638 24.5 0.00154 1.037
2000639 25.0 0.001464 1.04
2000640 25.5 0.001386 1.05
2000641 26.0 0.001313 1.033
2000642 26.5 0.001244 1.016
2000643 27.0 0.001178 1.015
2000644 27.5 0.001116 1.026
2000645 28.0 0.001057 1.025
2000646 28.5 0.001001 1.013
2000647 29.0 0.0009483 1.02
2000648 29.5 0.0008984 1.032
2000649 30.0 0.000851 1.029
2000650 30.5 0.0008045 0.993
2000651 31.0 0.0007606 0.976
2000652 31.5 0.0007191 0.979
2000653 32.0 0.0006798 0.966
2000654 32.5 0.0006427 0.988
2000655 33.0 0.0006077 0.997
2000656 33.5 0.0005745 0.989
2000657 34.0 0.0005432 0.976
2000658 34.5 0.0005136 0.987
2000659 35.0 0.0004856 0.989
2000660 35.5 0.0004579 1.009
2000661 36.0 0.0004319 0.981
2000662 36.5 0.0004073 0.995
2000663 37.0 0.0003842 1.016
2000664 37.5 0.0003624 1.005
2000665 38.0 0.0003419 1.014
2000666 38.5 0.0003226 1.056
2000667 39.0 0.0003043 1.06
2000668 39.5 0.0002872 1.041
2000669 40.0 0.000271 1.026
2000670 40.5 0.000254 1.014
2000671 41.0 0.0002381 1.019
2000672 41.5 0.0002232 1.047
2000673 42.0 0.0002093 1.077
2000674 42.5 0.0001962 1.06
2000675 43.0 0.000184 1.07
2000676 43.5 0.0001725 1.091
2000677 44.0 0.0001618 1.113
2000678 44.5 0.0001517 1.124
2000679 45.0 0.0001423 1.136
2000680 45.5 0.0001322 1.13
2000681 46.0 0.0001228 1.121
2000682 46.5 0.0001141 1.112
2000683 47.0 0.000106 1.12
2000684 47.5 9.848e-05 1.113
2000685 48.0 9.15e-05 1.11
2000686 48.5 8.501e-05 1.128
2000687 49.0 7.899e-05 1.121
2000688 49.5 7.339e-05 1.15
2000689 50.0 6.82e-05 1.151
2000690 50.5 6.294e-05 1.139
2000691 51.0 5.809e-05 1.096
