 Hgtkm DensMean DensPert
259046 0.0 1.1656 1.1828
259047 0.5 1.1117 1.1232
259048 1.0 1.06 1.0594
259049 1.5 1.0101 1.0129
259050 2.0 0.96405 0.96
259051 2.5 0.91875 0.93619
259052 3.0 0.87485 0.90277
259053 3.5 0.83389 0.84438
259054 4.0 0.79521 0.80328
259055 4.5 0.75791 0.76074
259056 5.0 0.72062 0.72325
259057 5.5 0.68516 0.68763
259058 6.0 0.65099 0.651
259059 6.5 0.61753 0.61793
259060 7.0 0.5858 0.58581
259061 7.5 0.5557 0.5547
259062 8.0 0.52637 0.5248
259063 8.5 0.49854 0.49707
259064 9.0 0.47219 0.47142
259065 9.5 0.44723 0.44546
259066 10.0 0.42223 0.42034
259067 10.5 0.39833 0.39607
259068 11.0 0.37498 0.37405
259069 11.5 0.35148 0.35182
259070 12.0 0.32946 0.33064
259071 12.5 0.30821 0.30916
259072 13.0 0.2875 0.2897
259073 13.5 0.26819 0.26953
259074 14.0 0.25018 0.25032
259075 14.5 0.23224 0.23121
259076 15.0 0.21522 0.21371
259077 15.5 0.19945 0.1974
259078 16.0 0.18484 0.18063
259079 16.5 0.1713 0.17061
259080 17.0 0.15766 0.15648
259081 17.5 0.14477 0.14427
259082 18.0 0.13294 0.13228
259083 18.5 0.12208 0.12033
259084 19.0 0.11216 0.11088
259085 19.5 0.10313 0.10249
259086 20.0 0.09483 0.094658
259087 20.5 0.087198 0.086534
259088 21.0 0.080207 0.080341
259089 21.5 0.073926 0.073657
259090 22.0 0.068138 0.067944
259091 22.5 0.062804 0.0624
259092 23.0 0.057888 0.057953
259093 23.5 0.053357 0.053426
259094 24.0 0.049182 0.049131
259095 24.5 0.045387 0.045011
259096 25.0 0.041919 0.042063
259097 25.5 0.038717 0.038774
259098 26.0 0.035759 0.035763
259099 26.5 0.033028 0.033112
259100 27.0 0.030517 0.030549
259101 27.5 0.028214 0.02831
259102 28.0 0.02607 0.026224
259103 28.5 0.024079 0.02425
259104 29.0 0.022235 0.022448
259105 29.5 0.020534 0.02059
259106 30.0 0.018972 0.019047
259107 30.5 0.017528 0.017563
259108 31.0 0.016206 0.016301
259109 31.5 0.014997 0.015065
259110 32.0 0.013887 0.01404
259111 32.5 0.012864 0.013038
259112 33.0 0.01192 0.011938
259113 33.5 0.011049 0.011176
259114 34.0 0.010245 0.010436
259115 34.5 0.0095026 0.0096098
259116 35.0 0.0088171 0.0089042
259117 35.5 0.0081759 0.0083607
259118 36.0 0.0075843 0.007733
259119 36.5 0.0070383 0.007179
259120 37.0 0.0065342 0.006665
259121 37.5 0.0060686 0.0061899
259122 38.0 0.0056384 0.0057753
259123 38.5 0.0052406 0.0053137
259124 39.0 0.0048728 0.0048676
259125 39.5 0.0045324 0.0045617
259126 40.0 0.0042174 0.0042164
259127 40.5 0.0039312 0.0039879
259128 41.0 0.0036655 0.0036519
259129 41.5 0.0034187 0.0034158
259130 42.0 0.0031894 0.0032086
259131 42.5 0.0029763 0.0030107
259132 43.0 0.0027781 0.0028595
259133 43.5 0.0025939 0.002688
259134 44.0 0.0024226 0.0024859
259135 44.5 0.0022632 0.0022989
259136 45.0 0.0021148 0.0020938
259137 45.5 0.001983 0.0019855
259138 46.0 0.0018594 0.001851
259139 46.5 0.0017437 0.0017114
259140 47.0 0.0016352 0.0016012
259141 47.5 0.0015336 0.0014599
259142 48.0 0.0014384 0.0013646
259143 48.5 0.0013491 0.0013335
259144 49.0 0.0012654 0.0012252
259145 49.5 0.001187 0.0011032
259146 50.0 0.0011135 0.0010554
259147 50.5 0.0010487 0.0010175
259148 51.0 0.00098743 0.00096943
259149 51.5 0.00092954 0.00090599
259150 52.0 0.00087485 0.0008604
259151 52.5 0.00082321 0.00079523
259152 53.0 0.00077443 0.00075352
259153 53.5 0.00072839 0.0007147
259154 54.0 0.00068493 0.00066275
259155 54.5 0.00064391 0.00062391
259156 55.0 0.00060522 0.00059936
259157 55.5 0.00056946 0.00056646
259158 56.0 0.00053563 0.00052512
259159 56.5 0.00050363 0.00050712
259160 57.0 0.00047338 0.00046626
259161 57.5 0.0004448 0.00043355
259162 58.0 0.00041778 0.0003967
259163 58.5 0.00039227 0.0003773
259164 59.0 0.00036818 0.00035615
259165 59.5 0.00034544 0.00033742
259166 60.0 0.00032399 0.0003179
259167 60.5 0.00030372 0.00030004
259168 61.0 0.00028463 0.00028608
259169 61.5 0.00026664 0.00027263
259170 62.0 0.00024971 0.00025687
259171 62.5 0.00023377 0.00024154
259172 63.0 0.00021877 0.00022406
259173 63.5 0.00020467 0.00020358
259174 64.0 0.0001914 0.00018987
259175 64.5 0.00017893 0.00017702
259176 65.0 0.00016721 0.00016577
259177 65.5 0.0001562 0.00015515
259178 66.0 0.00014585 0.00014648
259179 66.5 0.00013614 0.00013691
259180 67.0 0.00012702 0.00013032
259181 67.5 0.00011847 0.00011959
259182 68.0 0.00011044 0.00011097
259183 68.5 0.00010291 0.00010222
259184 69.0 9.586e-05 9.679e-05
259185 69.5 8.9252e-05 8.8967e-05
259186 70.0 8.3063e-05 8.3554e-05
259187 70.5 7.7163e-05 7.768e-05
259188 71.0 7.1662e-05 7.1646e-05
259189 71.5 6.6533e-05 6.7135e-05
259190 72.0 6.1754e-05 6.3244e-05
259191 72.5 5.73e-05 5.8151e-05
259192 73.0 5.3152e-05 5.383e-05
259193 73.5 4.929e-05 5.064e-05
259194 74.0 4.5694e-05 4.7064e-05
259195 74.5 4.2348e-05 4.3659e-05
259196 75.0 3.9234e-05 4.0075e-05
259197 75.5 3.6322e-05 3.6998e-05
259198 76.0 3.362e-05 3.4249e-05
259199 76.5 3.1114e-05 3.1505e-05
259200 77.0 2.879e-05 2.885e-05
259201 77.5 2.6635e-05 2.6348e-05
259202 78.0 2.4638e-05 2.4051e-05
259203 78.5 2.2786e-05 2.3182e-05
259204 79.0 2.107e-05 2.1567e-05
259205 79.5 1.948e-05 1.9834e-05
259206 80.0 1.8007e-05 1.824e-05
259207 80.5 1.6666e-05 1.74e-05
259208 81.0 1.5421e-05 1.6404e-05
259209 81.5 1.4266e-05 1.486e-05
259210 82.0 1.3195e-05 1.3683e-05
259211 82.5 1.2201e-05 1.2742e-05
259212 83.0 1.1279e-05 1.1842e-05
259213 83.5 1.0424e-05 1.0765e-05
259214 84.0 9.6315e-06 1.0067e-05
259215 84.5 8.8972e-06 9.233e-06
259216 85.0 8.2168e-06 8.6455e-06
259217 85.5 7.5691e-06 8.0779e-06
259218 86.0 6.9703e-06 7.2092e-06
259219 86.5 6.4168e-06 6.5527e-06
259220 87.0 5.9053e-06 5.9568e-06
259221 87.5 5.4329e-06 5.2334e-06
259222 88.0 4.9967e-06 4.9105e-06
259223 88.5 4.5939e-06 4.6231e-06
259224 89.0 4.2223e-06 4.1969e-06
259225 89.5 3.8794e-06 3.8618e-06
259226 90.0 3.5632e-06 3.4455e-06
259227 90.5 3.2661e-06 3.1625e-06
259228 91.0 2.9921e-06 2.7329e-06
259229 91.5 2.7394e-06 2.4947e-06
259230 92.0 2.5064e-06 2.2637e-06
259231 92.5 2.2918e-06 1.9937e-06
259232 93.0 2.0942e-06 1.8377e-06
259233 93.5 1.9124e-06 1.7544e-06
259234 94.0 1.7451e-06 1.6504e-06
259235 94.5 1.5915e-06 1.5385e-06
259236 95.0 1.4504e-06 1.4141e-06
259237 95.5 1.3156e-06 1.3198e-06
259238 96.0 1.1938e-06 1.1124e-06
259239 96.5 1.0837e-06 1.001e-06
259240 97.0 9.8411e-07 9.0673e-07
259241 97.5 8.94e-07 7.7016e-07
259242 98.0 8.1243e-07 6.8348e-07
259243 98.5 7.3857e-07 6.4411e-07
259244 99.0 6.7167e-07 5.8311e-07
259245 99.5 6.1105e-07 4.9736e-07
259246 100.0 5.5611e-07 4.6209e-07
259247 100.5 5.0368e-07 4.3262e-07
259248 101.0 4.5678e-07 3.8206e-07
259249 101.5 4.1476e-07 3.432e-07
259250 102.0 3.7705e-07 3.1312e-07
259251 102.5 3.4316e-07 3.0013e-07
259252 103.0 3.1267e-07 2.8706e-07
259253 103.5 2.852e-07 2.8246e-07
259254 104.0 2.6042e-07 2.6376e-07
259255 104.5 2.3804e-07 2.4443e-07
259256 105.0 2.1782e-07 2.2353e-07
259257 105.5 1.9878e-07 2.1522e-07
259258 106.0 1.8174e-07 1.9396e-07
259259 106.5 1.6645e-07 1.7533e-07
259260 107.0 1.5269e-07 1.5822e-07
259261 107.5 1.4029e-07 1.4636e-07
259262 108.0 1.2908e-07 1.3248e-07
259263 108.5 1.1894e-07 1.2471e-07
259264 109.0 1.0974e-07 1.1151e-07
259265 109.5 1.0139e-07 1.0489e-07
259266 110.0 9.3782e-08 9.8524e-08
259267 110.5 8.6689e-08 9.3268e-08
259268 111.0 8.027e-08 8.8627e-08
259269 111.5 7.4446e-08 7.8122e-08
259270 112.0 6.9146e-08 7.0468e-08
259271 112.5 6.4312e-08 6.7094e-08
259272 113.0 5.9892e-08 5.8807e-08
259273 113.5 5.5844e-08 5.5808e-08
259274 114.0 5.2129e-08 5.1896e-08
259275 114.5 4.8712e-08 4.9933e-08
259276 115.0 4.5565e-08 4.6295e-08
259277 115.5 4.2658e-08 4.1576e-08
259278 116.0 3.9975e-08 3.8405e-08
259279 116.5 3.7495e-08 3.5707e-08
259280 117.0 3.5199e-08 3.3787e-08
259281 117.5 3.307e-08 3.1226e-08
259282 118.0 3.1094e-08 3.0414e-08
259283 118.5 2.9258e-08 2.9369e-08
259284 119.0 2.755e-08 2.7241e-08
259285 119.5 2.5959e-08 2.5482e-08
259286 120.0 2.4476e-08 2.4202e-08
259287 120.5 2.3096e-08 2.3058e-08
259288 121.0 2.1815e-08 2.1854e-08
259289 121.5 2.0624e-08 2.0563e-08
259290 122.0 1.9516e-08 1.9166e-08
259291 122.5 1.8484e-08 1.8542e-08
259292 123.0 1.7523e-08 1.7327e-08
259293 123.5 1.6627e-08 1.644e-08
259294 124.0 1.579e-08 1.5244e-08
259295 124.5 1.5009e-08 1.3981e-08
259296 125.0 1.4278e-08 1.3133e-08
259297 125.5 1.3595e-08 1.2511e-08
259298 126.0 1.2955e-08 1.1996e-08
259299 126.5 1.2355e-08 1.1491e-08
259300 127.0 1.1792e-08 1.1203e-08
259301 127.5 1.1263e-08 1.0374e-08
259302 128.0 1.0766e-08 9.8523e-09
259303 128.5 1.0298e-08 9.2383e-09
259304 129.0 9.8578e-09 8.6389e-09
259305 129.5 9.4426e-09 8.5272e-09
259306 130.0 9.0509e-09 8.3213e-09
259307 130.5 8.681e-09 8.0389e-09
259308 131.0 8.3315e-09 7.9073e-09
259309 131.5 8.001e-09 7.8269e-09
259310 132.0 7.6883e-09 7.4107e-09
259311 132.5 7.392e-09 7.093e-09
259312 133.0 7.1112e-09 7.1643e-09
259313 133.5 6.8449e-09 6.8776e-09
259314 134.0 6.5921e-09 6.5106e-09
259315 134.5 6.3521e-09 6.3123e-09
259316 135.0 6.1239e-09 6.0433e-09
259317 135.5 5.9069e-09 5.66e-09
