 Hgtkm DensMean DensPert
1275581 0.0 1.1656 1.1757
1275582 0.5 1.1117 1.1039
1275583 1.0 1.06 1.0393
1275584 1.5 1.0101 0.99904
1275585 2.0 0.96405 0.93892
1275586 2.5 0.91875 0.89282
1275587 3.0 0.87485 0.85511
1275588 3.5 0.83389 0.81642
1275589 4.0 0.79521 0.77588
1275590 4.5 0.75791 0.74009
1275591 5.0 0.72062 0.70449
1275592 5.5 0.68516 0.67083
1275593 6.0 0.65099 0.63831
1275594 6.5 0.61753 0.60609
1275595 7.0 0.5858 0.57481
1275596 7.5 0.5557 0.54633
1275597 8.0 0.52637 0.51869
1275598 8.5 0.49854 0.4938
1275599 9.0 0.47219 0.46856
1275600 9.5 0.44723 0.44434
1275601 10.0 0.42223 0.42045
1275602 10.5 0.39833 0.39721
1275603 11.0 0.37498 0.37413
1275604 11.5 0.35148 0.35062
1275605 12.0 0.32946 0.33028
1275606 12.5 0.30821 0.30961
1275607 13.0 0.2875 0.2894
1275608 13.5 0.26819 0.2704
1275609 14.0 0.25018 0.2546
1275610 14.5 0.23224 0.23382
1275611 15.0 0.21522 0.21528
1275612 15.5 0.19945 0.20116
1275613 16.0 0.18484 0.1868
1275614 16.5 0.1713 0.17334
1275615 17.0 0.15766 0.15835
1275616 17.5 0.14477 0.14696
1275617 18.0 0.13294 0.13566
1275618 18.5 0.12208 0.12399
1275619 19.0 0.11216 0.11372
1275620 19.5 0.10313 0.10505
1275621 20.0 0.09483 0.095652
1275622 20.5 0.087198 0.087839
1275623 21.0 0.080207 0.080821
1275624 21.5 0.073926 0.073928
1275625 22.0 0.068138 0.068389
1275626 22.5 0.062804 0.063092
1275627 23.0 0.057888 0.058249
1275628 23.5 0.053357 0.053758
1275629 24.0 0.049182 0.04957
1275630 24.5 0.045387 0.045643
1275631 25.0 0.041919 0.042028
1275632 25.5 0.038717 0.038831
1275633 26.0 0.035759 0.035846
1275634 26.5 0.033028 0.033088
1275635 27.0 0.030517 0.030458
1275636 27.5 0.028214 0.028195
1275637 28.0 0.02607 0.025997
1275638 28.5 0.024079 0.024104
1275639 29.0 0.022235 0.02228
1275640 29.5 0.020534 0.02054
1275641 30.0 0.018972 0.018954
1275642 30.5 0.017528 0.017473
1275643 31.0 0.016206 0.016141
1275644 31.5 0.014997 0.014909
1275645 32.0 0.013887 0.013748
1275646 32.5 0.012864 0.012689
1275647 33.0 0.01192 0.011679
1275648 33.5 0.011049 0.0108
1275649 34.0 0.010245 0.0099375
1275650 34.5 0.0095026 0.0091117
1275651 35.0 0.0088171 0.0084368
1275652 35.5 0.0081759 0.0078787
1275653 36.0 0.0075843 0.0073015
1275654 36.5 0.0070383 0.0068032
1275655 37.0 0.0065342 0.0062162
1275656 37.5 0.0060686 0.0057582
1275657 38.0 0.0056384 0.0054227
1275658 38.5 0.0052406 0.0050499
1275659 39.0 0.0048728 0.0046832
1275660 39.5 0.0045324 0.004396
1275661 40.0 0.0042174 0.0040554
1275662 40.5 0.0039312 0.0037497
1275663 41.0 0.0036655 0.0034763
1275664 41.5 0.0034187 0.0032353
1275665 42.0 0.0031894 0.0030224
1275666 42.5 0.0029763 0.0028426
1275667 43.0 0.0027781 0.0026474
1275668 43.5 0.0025939 0.0024667
1275669 44.0 0.0024226 0.002322
1275670 44.5 0.0022632 0.002157
1275671 45.0 0.0021148 0.0020449
1275672 45.5 0.001983 0.0019054
1275673 46.0 0.0018594 0.0017905
1275674 46.5 0.0017437 0.0016761
1275675 47.0 0.0016352 0.0015674
1275676 47.5 0.0015336 0.001473
1275677 48.0 0.0014384 0.0013628
1275678 48.5 0.0013491 0.001261
1275679 49.0 0.0012654 0.0011837
1275680 49.5 0.001187 0.0011008
1275681 50.0 0.0011135 0.0010465
1275682 50.5 0.0010487 0.00099645
1275683 51.0 0.00098743 0.00093735
1275684 51.5 0.00092954 0.00088652
1275685 52.0 0.00087485 0.00083048
1275686 52.5 0.00082321 0.00079174
1275687 53.0 0.00077443 0.00074669
