 Hgtkm DensMean DensPert
1144855 0.0 1.1656 1.1421
1144856 0.5 1.1117 1.0818
1144857 1.0 1.06 1.0488
1144858 1.5 1.0101 0.98369
1144859 2.0 0.96405 0.93975
1144860 2.5 0.91875 0.89763
1144861 3.0 0.87485 0.85584
1144862 3.5 0.83389 0.82136
1144863 4.0 0.79521 0.78688
1144864 4.5 0.75791 0.75026
1144865 5.0 0.72062 0.71376
1144866 5.5 0.68516 0.68116
1144867 6.0 0.65099 0.64711
1144868 6.5 0.61753 0.61262
1144869 7.0 0.5858 0.58257
1144870 7.5 0.5557 0.55351
1144871 8.0 0.52637 0.52531
1144872 8.5 0.49854 0.49794
1144873 9.0 0.47219 0.47216
1144874 9.5 0.44723 0.44768
1144875 10.0 0.42223 0.42323
1144876 10.5 0.39833 0.39888
1144877 11.0 0.37498 0.37372
1144878 11.5 0.35148 0.34932
1144879 12.0 0.32946 0.32889
1144880 12.5 0.30821 0.30871
1144881 13.0 0.2875 0.29013
1144882 13.5 0.26819 0.27081
1144883 14.0 0.25018 0.25536
1144884 14.5 0.23224 0.23677
1144885 15.0 0.21522 0.22078
1144886 15.5 0.19945 0.20429
1144887 16.0 0.18484 0.18749
1144888 16.5 0.1713 0.17499
1144889 17.0 0.15766 0.16112
1144890 17.5 0.14477 0.14831
1144891 18.0 0.13294 0.13499
1144892 18.5 0.12208 0.12403
1144893 19.0 0.11216 0.11321
1144894 19.5 0.10313 0.10366
1144895 20.0 0.09483 0.095741
1144896 20.5 0.087198 0.088174
1144897 21.0 0.080207 0.081131
1144898 21.5 0.073926 0.074722
1144899 22.0 0.068138 0.068327
1144900 22.5 0.062804 0.063005
1144901 23.0 0.057888 0.058126
1144902 23.5 0.053357 0.053647
1144903 24.0 0.049182 0.049234
1144904 24.5 0.045387 0.045476
1144905 25.0 0.041919 0.041897
1144906 25.5 0.038717 0.038888
1144907 26.0 0.035759 0.035812
1144908 26.5 0.033028 0.033051
1144909 27.0 0.030517 0.03064
1144910 27.5 0.028214 0.028143
1144911 28.0 0.02607 0.026182
1144912 28.5 0.024079 0.024234
1144913 29.0 0.022235 0.022375
1144914 29.5 0.020534 0.020613
1144915 30.0 0.018972 0.01898
1144916 30.5 0.017528 0.017404
1144917 31.0 0.016206 0.015926
1144918 31.5 0.014997 0.014772
1144919 32.0 0.013887 0.01366
1144920 32.5 0.012864 0.012529
1144921 33.0 0.01192 0.011696
1144922 33.5 0.011049 0.010819
1144923 34.0 0.010245 0.0099905
1144924 34.5 0.0095026 0.0093652
1144925 35.0 0.0088171 0.0087239
1144926 35.5 0.0081759 0.0080257
1144927 36.0 0.0075843 0.0075203
1144928 36.5 0.0070383 0.0068669
1144929 37.0 0.0065342 0.0064113
1144930 37.5 0.0060686 0.0060022
1144931 38.0 0.0056384 0.0054547
1144932 38.5 0.0052406 0.0050109
1144933 39.0 0.0048728 0.0046003
1144934 39.5 0.0045324 0.0043526
1144935 40.0 0.0042174 0.0040056
1144936 40.5 0.0039312 0.0037957
1144937 41.0 0.0036655 0.0035785
1144938 41.5 0.0034187 0.0033141
1144939 42.0 0.0031894 0.0030259
1144940 42.5 0.0029763 0.0028679
1144941 43.0 0.0027781 0.0026573
1144942 43.5 0.0025939 0.0024817
1144943 44.0 0.0024226 0.0023212
1144944 44.5 0.0022632 0.0021683
1144945 45.0 0.0021148 0.0020533
1144946 45.5 0.001983 0.0019309
1144947 46.0 0.0018594 0.0017849
1144948 46.5 0.0017437 0.0016566
1144949 47.0 0.0016352 0.0015609
1144950 47.5 0.0015336 0.0014793
1144951 48.0 0.0014384 0.0013594
1144952 48.5 0.0013491 0.0012545
1144953 49.0 0.0012654 0.0011852
1144954 49.5 0.001187 0.0011236
1144955 50.0 0.0011135 0.0010702
1144956 50.5 0.0010487 0.0010251
1144957 51.0 0.00098743 0.00095398
1144958 51.5 0.00092954 0.00089423
1144959 52.0 0.00087485 0.00083149
1144960 52.5 0.00082321 0.00076943
1144961 53.0 0.00077443 0.0007389
1144962 53.5 0.00072839 0.00069828
1144963 54.0 0.00068493 0.00064887
1144964 54.5 0.00064391 0.00060872
1144965 55.0 0.00060522 0.00057352
1144966 55.5 0.00056946 0.00054586
1144967 56.0 0.00053563 0.00052303
1144968 56.5 0.00050363 0.00049488
1144969 57.0 0.00047338 0.00047436
1144970 57.5 0.0004448 0.00044381
1144971 58.0 0.00041778 0.00042271
1144972 58.5 0.00039227 0.00040042
1144973 59.0 0.00036818 0.00037077
1144974 59.5 0.00034544 0.00035158
1144975 60.0 0.00032399 0.00032475
1144976 60.5 0.00030372 0.00030793
1144977 61.0 0.00028463 0.00028983
1144978 61.5 0.00026664 0.00027368
1144979 62.0 0.00024971 0.00025497
1144980 62.5 0.00023377 0.00023831
1144981 63.0 0.00021877 0.00022225
1144982 63.5 0.00020467 0.00020923
1144983 64.0 0.0001914 0.00019529
1144984 64.5 0.00017893 0.00018349
1144985 65.0 0.00016721 0.00017652
1144986 65.5 0.0001562 0.00016387
1144987 66.0 0.00014585 0.00015035
1144988 66.5 0.00013614 0.00014063
1144989 67.0 0.00012702 0.00013491
1144990 67.5 0.00011847 0.00012551
1144991 68.0 0.00011044 0.00011532
1144992 68.5 0.00010291 0.00010526
1144993 69.0 9.586e-05 9.7014e-05
1144994 69.5 8.9252e-05 8.9862e-05
1144995 70.0 8.3063e-05 8.5825e-05
1144996 70.5 7.7163e-05 7.9649e-05
1144997 71.0 7.1662e-05 7.3687e-05
1144998 71.5 6.6533e-05 6.8636e-05
1144999 72.0 6.1754e-05 6.2132e-05
1145000 72.5 5.73e-05 5.6887e-05
1145001 73.0 5.3152e-05 5.2811e-05
1145002 73.5 4.929e-05 4.8608e-05
1145003 74.0 4.5694e-05 4.5877e-05
1145004 74.5 4.2348e-05 4.2078e-05
1145005 75.0 3.9234e-05 3.9831e-05
1145006 75.5 3.6322e-05 3.6033e-05
1145007 76.0 3.362e-05 3.2536e-05
1145008 76.5 3.1114e-05 3.0328e-05
1145009 77.0 2.879e-05 2.8483e-05
1145010 77.5 2.6635e-05 2.7075e-05
1145011 78.0 2.4638e-05 2.5951e-05
1145012 78.5 2.2786e-05 2.3406e-05
1145013 79.0 2.107e-05 2.1321e-05
1145014 79.5 1.948e-05 2e-05
1145015 80.0 1.8007e-05 1.8706e-05
1145016 80.5 1.6666e-05 1.7889e-05
1145017 81.0 1.5421e-05 1.6139e-05
1145018 81.5 1.4266e-05 1.4306e-05
1145019 82.0 1.3195e-05 1.2778e-05
1145020 82.5 1.2201e-05 1.154e-05
1145021 83.0 1.1279e-05 1.103e-05
1145022 83.5 1.0424e-05 9.9573e-06
1145023 84.0 9.6315e-06 9.3343e-06
1145024 84.5 8.8972e-06 8.7257e-06
1145025 85.0 8.2168e-06 8.2666e-06
1145026 85.5 7.5691e-06 7.6147e-06
1145027 86.0 6.9703e-06 6.9507e-06
1145028 86.5 6.4168e-06 6.4296e-06
1145029 87.0 5.9053e-06 5.8577e-06
1145030 87.5 5.4329e-06 5.4812e-06
1145031 88.0 4.9967e-06 5.0963e-06
1145032 88.5 4.5939e-06 4.6629e-06
1145033 89.0 4.2223e-06 4.358e-06
1145034 89.5 3.8794e-06 4.0295e-06
1145035 90.0 3.5632e-06 3.7142e-06
1145036 90.5 3.2661e-06 3.4667e-06
1145037 91.0 2.9921e-06 3.0476e-06
1145038 91.5 2.7394e-06 2.706e-06
1145039 92.0 2.5064e-06 2.4669e-06
1145040 92.5 2.2918e-06 2.1931e-06
1145041 93.0 2.0942e-06 1.9527e-06
1145042 93.5 1.9124e-06 1.7975e-06
1145043 94.0 1.7451e-06 1.6425e-06
1145044 94.5 1.5915e-06 1.4613e-06
1145045 95.0 1.4504e-06 1.2927e-06
1145046 95.5 1.3156e-06 1.1684e-06
1145047 96.0 1.1938e-06 1.1134e-06
1145048 96.5 1.0837e-06 1.0003e-06
1145049 97.0 9.8411e-07 8.7164e-07
1145050 97.5 8.94e-07 8.0257e-07
1145051 98.0 8.1243e-07 6.6437e-07
1145052 98.5 7.3857e-07 5.6031e-07
1145053 99.0 6.7167e-07 5.036e-07
1145054 99.5 6.1105e-07 4.3464e-07
1145055 100.0 5.5611e-07 3.9272e-07
1145056 100.5 5.0368e-07 3.2107e-07
1145057 101.0 4.5678e-07 2.911e-07
1145058 101.5 4.1476e-07 2.7951e-07
1145059 102.0 3.7705e-07 2.4433e-07
1145060 102.5 3.4316e-07 2.2643e-07
1145061 103.0 3.1267e-07 2.272e-07
1145062 103.5 2.852e-07 2.109e-07
1145063 104.0 2.6042e-07 2.0275e-07
1145064 104.5 2.3804e-07 1.9143e-07
1145065 105.0 2.1782e-07 1.8087e-07
1145066 105.5 1.9878e-07 1.6969e-07
1145067 106.0 1.8174e-07 1.5733e-07
1145068 106.5 1.6645e-07 1.539e-07
1145069 107.0 1.5269e-07 1.4604e-07
1145070 107.5 1.4029e-07 1.354e-07
1145071 108.0 1.2908e-07 1.3084e-07
1145072 108.5 1.1894e-07 1.2447e-07
1145073 109.0 1.0974e-07 1.1401e-07
1145074 109.5 1.0139e-07 1.0337e-07
1145075 110.0 9.3782e-08 9.66e-08
1145076 110.5 8.6689e-08 8.5389e-08
1145077 111.0 8.027e-08 7.4606e-08
1145078 111.5 7.4446e-08 6.7363e-08
1145079 112.0 6.9146e-08 6.2633e-08
1145080 112.5 6.4312e-08 5.8505e-08
1145081 113.0 5.9892e-08 5.4764e-08
1145082 113.5 5.5844e-08 5.1212e-08
1145083 114.0 5.2129e-08 4.9186e-08
1145084 114.5 4.8712e-08 4.6109e-08
1145085 115.0 4.5565e-08 4.2859e-08
1145086 115.5 4.2658e-08 4.1792e-08
1145087 116.0 3.9975e-08 3.795e-08
1145088 116.5 3.7495e-08 3.5752e-08
1145089 117.0 3.5199e-08 3.3797e-08
1145090 117.5 3.307e-08 3.0527e-08
1145091 118.0 3.1094e-08 2.849e-08
1145092 118.5 2.9258e-08 2.679e-08
1145093 119.0 2.755e-08 2.3967e-08
1145094 119.5 2.5959e-08 2.3542e-08
1145095 120.0 2.4476e-08 2.1799e-08
1145096 120.5 2.3096e-08 2.0993e-08
1145097 121.0 2.1815e-08 1.9605e-08
1145098 121.5 2.0624e-08 1.8967e-08
1145099 122.0 1.9516e-08 1.7615e-08
1145100 122.5 1.8484e-08 1.755e-08
1145101 123.0 1.7523e-08 1.692e-08
1145102 123.5 1.6627e-08 1.6628e-08
1145103 124.0 1.579e-08 1.5841e-08
1145104 124.5 1.5009e-08 1.5112e-08
1145105 125.0 1.4278e-08 1.4179e-08
1145106 125.5 1.3595e-08 1.345e-08
1145107 126.0 1.2955e-08 1.271e-08
1145108 126.5 1.2355e-08 1.1955e-08
1145109 127.0 1.1792e-08 1.2003e-08
1145110 127.5 1.1263e-08 1.0811e-08
1145111 128.0 1.0766e-08 9.9843e-09
1145112 128.5 1.0298e-08 9.7352e-09
1145113 129.0 9.8578e-09 9.3437e-09
1145114 129.5 9.4426e-09 8.8134e-09
1145115 130.0 9.0509e-09 8.6343e-09
1145116 130.5 8.681e-09 8.4023e-09
1145117 131.0 8.3315e-09 8.1789e-09
1145118 131.5 8.001e-09 7.7023e-09
1145119 132.0 7.6883e-09 7.4733e-09
1145120 132.5 7.392e-09 7.3656e-09
1145121 133.0 7.1112e-09 6.8902e-09
1145122 133.5 6.8449e-09 6.7069e-09
1145123 134.0 6.5921e-09 6.3503e-09
1145124 134.5 6.3521e-09 6.3271e-09
1145125 135.0 6.1239e-09 6.3737e-09
1145126 135.5 5.9069e-09 6.2326e-09
1145127 136.0 5.7004e-09 5.9803e-09
1145128 136.5 5.5037e-09 5.8532e-09
1145129 137.0 5.3163e-09 5.6823e-09
1145130 137.5 5.1377e-09 5.5059e-09
1145131 138.0 4.9673e-09 5.3092e-09
1145132 138.5 4.8046e-09 5.0277e-09
