 Hgtkm DensMean DensPert
1650115 0.0 1.1656 1.1776
1650116 0.5 1.1117 1.1154
1650117 1.0 1.06 1.0665
1650118 1.5 1.0101 1.0169
1650119 2.0 0.96405 0.97404
1650120 2.5 0.91875 0.92698
1650121 3.0 0.87485 0.8854
1650122 3.5 0.83389 0.84544
1650123 4.0 0.79521 0.80664
1650124 4.5 0.75791 0.76637
1650125 5.0 0.72062 0.72949
1650126 5.5 0.68516 0.69211
1650127 6.0 0.65099 0.65693
1650128 6.5 0.61753 0.62225
1650129 7.0 0.5858 0.58786
1650130 7.5 0.5557 0.55798
1650131 8.0 0.52637 0.52673
1650132 8.5 0.49854 0.49723
1650133 9.0 0.47219 0.47167
1650134 9.5 0.44723 0.44633
1650135 10.0 0.42223 0.42189
1650136 10.5 0.39833 0.39795
1650137 11.0 0.37498 0.3745
1650138 11.5 0.35148 0.35012
1650139 12.0 0.32946 0.3284
1650140 12.5 0.30821 0.30386
1650141 13.0 0.2875 0.28268
1650142 13.5 0.26819 0.2629
1650143 14.0 0.25018 0.2454
1650144 14.5 0.23224 0.22743
1650145 15.0 0.21522 0.21266
1650146 15.5 0.19945 0.19676
1650147 16.0 0.18484 0.18152
1650148 16.5 0.1713 0.1698
1650149 17.0 0.15766 0.15829
1650150 17.5 0.14477 0.14451
1650151 18.0 0.13294 0.1316
1650152 18.5 0.12208 0.1225
1650153 19.0 0.11216 0.11237
1650154 19.5 0.10313 0.10283
1650155 20.0 0.09483 0.094914
1650156 20.5 0.087198 0.087144
1650157 21.0 0.080207 0.080623
1650158 21.5 0.073926 0.073814
1650159 22.0 0.068138 0.068291
1650160 22.5 0.062804 0.062168
1650161 23.0 0.057888 0.057689
1650162 23.5 0.053357 0.053331
1650163 24.0 0.049182 0.049073
1650164 24.5 0.045387 0.04503
1650165 25.0 0.041919 0.041765
1650166 25.5 0.038717 0.038587
1650167 26.0 0.035759 0.035866
1650168 26.5 0.033028 0.033099
1650169 27.0 0.030517 0.030644
1650170 27.5 0.028214 0.028399
1650171 28.0 0.02607 0.026097
1650172 28.5 0.024079 0.024087
1650173 29.0 0.022235 0.022353
1650174 29.5 0.020534 0.020703
1650175 30.0 0.018972 0.019021
1650176 30.5 0.017528 0.017554
1650177 31.0 0.016206 0.016321
1650178 31.5 0.014997 0.015084
1650179 32.0 0.013887 0.013881
1650180 32.5 0.012864 0.012892
1650181 33.0 0.01192 0.011899
1650182 33.5 0.011049 0.011101
1650183 34.0 0.010245 0.010421
1650184 34.5 0.0095026 0.0097536
1650185 35.0 0.0088171 0.0089897
1650186 35.5 0.0081759 0.0083551
1650187 36.0 0.0075843 0.0077404
1650188 36.5 0.0070383 0.0071997
1650189 37.0 0.0065342 0.0066038
1650190 37.5 0.0060686 0.0062083
1650191 38.0 0.0056384 0.0057066
1650192 38.5 0.0052406 0.0052065
1650193 39.0 0.0048728 0.0049235
1650194 39.5 0.0045324 0.0045911
1650195 40.0 0.0042174 0.0042158
1650196 40.5 0.0039312 0.0039693
1650197 41.0 0.0036655 0.0037019
1650198 41.5 0.0034187 0.0035004
1650199 42.0 0.0031894 0.0032196
1650200 42.5 0.0029763 0.0029806
1650201 43.0 0.0027781 0.0027878
1650202 43.5 0.0025939 0.002691
1650203 44.0 0.0024226 0.0025236
1650204 44.5 0.0022632 0.0023818
1650205 45.0 0.0021148 0.0022149
1650206 45.5 0.001983 0.0020573
1650207 46.0 0.0018594 0.0019054
1650208 46.5 0.0017437 0.0017764
1650209 47.0 0.0016352 0.0016622
1650210 47.5 0.0015336 0.0015659
1650211 48.0 0.0014384 0.0014386
1650212 48.5 0.0013491 0.0013097
1650213 49.0 0.0012654 0.001251
1650214 49.5 0.001187 0.0011587
1650215 50.0 0.0011135 0.0010711
1650216 50.5 0.0010487 0.00099447
1650217 51.0 0.00098743 0.00096394
1650218 51.5 0.00092954 0.00091143
1650219 52.0 0.00087485 0.00084763
1650220 52.5 0.00082321 0.00079987
1650221 53.0 0.00077443 0.00075758
1650222 53.5 0.00072839 0.0007337
1650223 54.0 0.00068493 0.00068047
1650224 54.5 0.00064391 0.00062937
1650225 55.0 0.00060522 0.00059386
1650226 55.5 0.00056946 0.00056573
1650227 56.0 0.00053563 0.00053352
1650228 56.5 0.00050363 0.00050116
1650229 57.0 0.00047338 0.00046728
1650230 57.5 0.0004448 0.00043459
1650231 58.0 0.00041778 0.00040926
1650232 58.5 0.00039227 0.00038723
1650233 59.0 0.00036818 0.00036216
1650234 59.5 0.00034544 0.00034479
1650235 60.0 0.00032399 0.00032637
1650236 60.5 0.00030372 0.00030029
1650237 61.0 0.00028463 0.00028054
1650238 61.5 0.00026664 0.00025784
1650239 62.0 0.00024971 0.00024136
1650240 62.5 0.00023377 0.00022659
1650241 63.0 0.00021877 0.0002155
1650242 63.5 0.00020467 0.00019622
1650243 64.0 0.0001914 0.00018439
1650244 64.5 0.00017893 0.00016867
1650245 65.0 0.00016721 0.00015847
1650246 65.5 0.0001562 0.00014476
1650247 66.0 0.00014585 0.00013751
1650248 66.5 0.00013614 0.00012668
1650249 67.0 0.00012702 0.00011715
1650250 67.5 0.00011847 0.00011405
1650251 68.0 0.00011044 0.0001026
1650252 68.5 0.00010291 9.7968e-05
1650253 69.0 9.586e-05 9.3176e-05
1650254 69.5 8.9252e-05 8.5822e-05
1650255 70.0 8.3063e-05 8.0447e-05
1650256 70.5 7.7163e-05 7.3787e-05
1650257 71.0 7.1662e-05 6.8129e-05
1650258 71.5 6.6533e-05 6.3166e-05
1650259 72.0 6.1754e-05 5.931e-05
1650260 72.5 5.73e-05 5.5888e-05
1650261 73.0 5.3152e-05 5.2414e-05
1650262 73.5 4.929e-05 4.819e-05
1650263 74.0 4.5694e-05 4.4186e-05
1650264 74.5 4.2348e-05 4.0635e-05
1650265 75.0 3.9234e-05 3.7956e-05
1650266 75.5 3.6322e-05 3.675e-05
1650267 76.0 3.362e-05 3.3955e-05
1650268 76.5 3.1114e-05 3.0447e-05
1650269 77.0 2.879e-05 2.8719e-05
1650270 77.5 2.6635e-05 2.5919e-05
1650271 78.0 2.4638e-05 2.4143e-05
1650272 78.5 2.2786e-05 2.1638e-05
1650273 79.0 2.107e-05 2.0178e-05
1650274 79.5 1.948e-05 1.8702e-05
1650275 80.0 1.8007e-05 1.7197e-05
1650276 80.5 1.6666e-05 1.5618e-05
1650277 81.0 1.5421e-05 1.4639e-05
1650278 81.5 1.4266e-05 1.3403e-05
1650279 82.0 1.3195e-05 1.2053e-05
1650280 82.5 1.2201e-05 1.116e-05
1650281 83.0 1.1279e-05 1.0168e-05
1650282 83.5 1.0424e-05 9.4107e-06
1650283 84.0 9.6315e-06 8.6823e-06
1650284 84.5 8.8972e-06 7.9973e-06
1650285 85.0 8.2168e-06 7.695e-06
1650286 85.5 7.5691e-06 6.9169e-06
1650287 86.0 6.9703e-06 6.3151e-06
1650288 86.5 6.4168e-06 5.5854e-06
1650289 87.0 5.9053e-06 5.1983e-06
1650290 87.5 5.4329e-06 4.7232e-06
1650291 88.0 4.9967e-06 4.5162e-06
1650292 88.5 4.5939e-06 4.1965e-06
1650293 89.0 4.2223e-06 3.8812e-06
1650294 89.5 3.8794e-06 3.6566e-06
1650295 90.0 3.5632e-06 3.469e-06
1650296 90.5 3.2661e-06 3.2078e-06
1650297 91.0 2.9921e-06 2.9826e-06
1650298 91.5 2.7394e-06 2.6793e-06
1650299 92.0 2.5064e-06 2.2401e-06
1650300 92.5 2.2918e-06 2.1171e-06
1650301 93.0 2.0942e-06 2.0398e-06
1650302 93.5 1.9124e-06 1.8326e-06
1650303 94.0 1.7451e-06 1.6995e-06
1650304 94.5 1.5915e-06 1.4199e-06
1650305 95.0 1.4504e-06 1.3243e-06
1650306 95.5 1.3156e-06 1.1418e-06
1650307 96.0 1.1938e-06 1.0967e-06
1650308 96.5 1.0837e-06 1.0209e-06
1650309 97.0 9.8411e-07 8.4319e-07
1650310 97.5 8.94e-07 7.7434e-07
1650311 98.0 8.1243e-07 6.7088e-07
1650312 98.5 7.3857e-07 6.3641e-07
1650313 99.0 6.7167e-07 5.3002e-07
1650314 99.5 6.1105e-07 4.7103e-07
1650315 100.0 5.5611e-07 4.2842e-07
1650316 100.5 5.0368e-07 4.0716e-07
1650317 101.0 4.5678e-07 3.8902e-07
1650318 101.5 4.1476e-07 3.5758e-07
1650319 102.0 3.7705e-07 3.5233e-07
1650320 102.5 3.4316e-07 3.3579e-07
1650321 103.0 3.1267e-07 3.1283e-07
1650322 103.5 2.852e-07 2.7682e-07
1650323 104.0 2.6042e-07 2.5367e-07
1650324 104.5 2.3804e-07 2.3465e-07
1650325 105.0 2.1782e-07 2.1819e-07
1650326 105.5 1.9878e-07 2.0322e-07
1650327 106.0 1.8174e-07 1.8722e-07
1650328 106.5 1.6645e-07 1.6926e-07
1650329 107.0 1.5269e-07 1.5401e-07
1650330 107.5 1.4029e-07 1.4255e-07
1650331 108.0 1.2908e-07 1.2335e-07
1650332 108.5 1.1894e-07 1.1401e-07
1650333 109.0 1.0974e-07 1.0764e-07
1650334 109.5 1.0139e-07 9.4564e-08
1650335 110.0 9.3782e-08 8.8266e-08
1650336 110.5 8.6689e-08 7.9465e-08
1650337 111.0 8.027e-08 7.3218e-08
1650338 111.5 7.4446e-08 6.6029e-08
1650339 112.0 6.9146e-08 6.022e-08
1650340 112.5 6.4312e-08 5.7862e-08
1650341 113.0 5.9892e-08 5.6711e-08
1650342 113.5 5.5844e-08 5.3991e-08
1650343 114.0 5.2129e-08 5.1219e-08
1650344 114.5 4.8712e-08 4.8432e-08
1650345 115.0 4.5565e-08 4.5489e-08
1650346 115.5 4.2658e-08 4.3268e-08
1650347 116.0 3.9975e-08 4.1779e-08
1650348 116.5 3.7495e-08 3.9082e-08
1650349 117.0 3.5199e-08 3.6509e-08
1650350 117.5 3.307e-08 3.3603e-08
1650351 118.0 3.1094e-08 2.9737e-08
1650352 118.5 2.9258e-08 2.819e-08
1650353 119.0 2.755e-08 2.6277e-08
1650354 119.5 2.5959e-08 2.5675e-08
1650355 120.0 2.4476e-08 2.3824e-08
1650356 120.5 2.3096e-08 2.2277e-08
1650357 121.0 2.1815e-08 2.0914e-08
1650358 121.5 2.0624e-08 2.0626e-08
1650359 122.0 1.9516e-08 1.9834e-08
1650360 122.5 1.8484e-08 1.8893e-08
1650361 123.0 1.7523e-08 1.7785e-08
1650362 123.5 1.6627e-08 1.698e-08
1650363 124.0 1.579e-08 1.6366e-08
1650364 124.5 1.5009e-08 1.5455e-08
1650365 125.0 1.4278e-08 1.4445e-08
1650366 125.5 1.3595e-08 1.3652e-08
1650367 126.0 1.2955e-08 1.318e-08
1650368 126.5 1.2355e-08 1.2557e-08
1650369 127.0 1.1792e-08 1.195e-08
1650370 127.5 1.1263e-08 1.0867e-08
1650371 128.0 1.0766e-08 1.0038e-08
1650372 128.5 1.0298e-08 9.5138e-09
1650373 129.0 9.8578e-09 9.1261e-09
1650374 129.5 9.4426e-09 9.0504e-09
1650375 130.0 9.0509e-09 8.795e-09
1650376 130.5 8.681e-09 8.2318e-09
1650377 131.0 8.3315e-09 8.117e-09
1650378 131.5 8.001e-09 7.5209e-09
1650379 132.0 7.6883e-09 6.9894e-09
1650380 132.5 7.392e-09 7.0949e-09
1650381 133.0 7.1112e-09 6.9402e-09
1650382 133.5 6.8449e-09 6.6703e-09
1650383 134.0 6.5921e-09 6.3182e-09
1650384 134.5 6.3521e-09 6.1491e-09
1650385 135.0 6.1239e-09 5.5504e-09
1650386 135.5 5.9069e-09 5.1584e-09
1650387 136.0 5.7004e-09 5.2593e-09
1650388 136.5 5.5037e-09 4.9991e-09
1650389 137.0 5.3163e-09 5.0182e-09
1650390 137.5 5.1377e-09 4.8529e-09
1650391 138.0 4.9673e-09 4.5976e-09
1650392 138.5 4.8046e-09 4.4166e-09
1650393 139.0 4.6493e-09 4.3415e-09
1650394 139.5 4.5009e-09 4.1935e-09
1650395 140.0 4.3589e-09 4.0342e-09
1650396 140.5 4.2232e-09 3.8283e-09
1650397 141.0 4.0932e-09 3.7139e-09
1650398 141.5 3.9688e-09 3.498e-09
1650399 142.0 3.8496e-09 3.3524e-09
1650400 142.5 3.7353e-09 3.2601e-09
1650401 143.0 3.6258e-09 3.327e-09
