 Hgtkm DensMean DensPert
1810114 0.0 1.1656 1.1503
1810115 0.5 1.1117 1.1054
1810116 1.0 1.06 1.0453
1810117 1.5 1.0101 0.99711
1810118 2.0 0.96405 0.94108
1810119 2.5 0.91875 0.89428
1810120 3.0 0.87485 0.85531
1810121 3.5 0.83389 0.82151
1810122 4.0 0.79521 0.78709
1810123 4.5 0.75791 0.7494
1810124 5.0 0.72062 0.7104
1810125 5.5 0.68516 0.67451
1810126 6.0 0.65099 0.64111
1810127 6.5 0.61753 0.60738
1810128 7.0 0.5858 0.57714
1810129 7.5 0.5557 0.5479
1810130 8.0 0.52637 0.52046
1810131 8.5 0.49854 0.49357
1810132 9.0 0.47219 0.46896
1810133 9.5 0.44723 0.44377
1810134 10.0 0.42223 0.41819
1810135 10.5 0.39833 0.39572
1810136 11.0 0.37498 0.37235
1810137 11.5 0.35148 0.35037
1810138 12.0 0.32946 0.32831
1810139 12.5 0.30821 0.30735
1810140 13.0 0.2875 0.2879
1810141 13.5 0.26819 0.27113
1810142 14.0 0.25018 0.25352
1810143 14.5 0.23224 0.23532
1810144 15.0 0.21522 0.21888
1810145 15.5 0.19945 0.20304
1810146 16.0 0.18484 0.18798
1810147 16.5 0.1713 0.17414
1810148 17.0 0.15766 0.161
1810149 17.5 0.14477 0.14565
1810150 18.0 0.13294 0.13473
1810151 18.5 0.12208 0.1232
1810152 19.0 0.11216 0.11399
1810153 19.5 0.10313 0.10452
1810154 20.0 0.09483 0.095759
1810155 20.5 0.087198 0.088318
1810156 21.0 0.080207 0.081679
1810157 21.5 0.073926 0.07531
1810158 22.0 0.068138 0.069413
1810159 22.5 0.062804 0.063908
1810160 23.0 0.057888 0.058798
1810161 23.5 0.053357 0.054068
1810162 24.0 0.049182 0.049687
1810163 24.5 0.045387 0.045838
1810164 25.0 0.041919 0.042559
1810165 25.5 0.038717 0.039024
1810166 26.0 0.035759 0.035984
1810167 26.5 0.033028 0.033178
1810168 27.0 0.030517 0.03064
1810169 27.5 0.028214 0.028283
1810170 28.0 0.02607 0.02608
1810171 28.5 0.024079 0.02406
1810172 29.0 0.022235 0.022245
1810173 29.5 0.020534 0.02049
1810174 30.0 0.018972 0.018877
1810175 30.5 0.017528 0.017413
1810176 31.0 0.016206 0.016199
1810177 31.5 0.014997 0.014987
1810178 32.0 0.013887 0.013974
1810179 32.5 0.012864 0.012956
1810180 33.0 0.01192 0.011962
1810181 33.5 0.011049 0.010941
1810182 34.0 0.010245 0.010157
1810183 34.5 0.0095026 0.009434
1810184 35.0 0.0088171 0.0087295
1810185 35.5 0.0081759 0.0080775
1810186 36.0 0.0075843 0.0074378
1810187 36.5 0.0070383 0.0068652
1810188 37.0 0.0065342 0.0064276
1810189 37.5 0.0060686 0.0059341
1810190 38.0 0.0056384 0.0055465
1810191 38.5 0.0052406 0.0051158
1810192 39.0 0.0048728 0.0047287
1810193 39.5 0.0045324 0.004378
1810194 40.0 0.0042174 0.0041446
1810195 40.5 0.0039312 0.0037877
1810196 41.0 0.0036655 0.0035415
1810197 41.5 0.0034187 0.0032786
1810198 42.0 0.0031894 0.0030035
1810199 42.5 0.0029763 0.0027783
1810200 43.0 0.0027781 0.0026007
1810201 43.5 0.0025939 0.0024351
1810202 44.0 0.0024226 0.0022781
1810203 44.5 0.0022632 0.0020933
1810204 45.0 0.0021148 0.0019586
1810205 45.5 0.001983 0.0018317
1810206 46.0 0.0018594 0.0017307
1810207 46.5 0.0017437 0.0016051
1810208 47.0 0.0016352 0.0015046
1810209 47.5 0.0015336 0.0014221
1810210 48.0 0.0014384 0.0013326
1810211 48.5 0.0013491 0.0012131
1810212 49.0 0.0012654 0.0011662
1810213 49.5 0.001187 0.0010903
1810214 50.0 0.0011135 0.0010185
1810215 50.5 0.0010487 0.00096545
1810216 51.0 0.00098743 0.00089962
1810217 51.5 0.00092954 0.00085226
1810218 52.0 0.00087485 0.00080069
1810219 52.5 0.00082321 0.0007553
1810220 53.0 0.00077443 0.00070737
1810221 53.5 0.00072839 0.00065538
1810222 54.0 0.00068493 0.00062206
1810223 54.5 0.00064391 0.00058757
1810224 55.0 0.00060522 0.00054466
1810225 55.5 0.00056946 0.0005058
1810226 56.0 0.00053563 0.00049165
1810227 56.5 0.00050363 0.00045581
1810228 57.0 0.00047338 0.00043575
1810229 57.5 0.0004448 0.00041174
1810230 58.0 0.00041778 0.0003808
1810231 58.5 0.00039227 0.00036024
1810232 59.0 0.00036818 0.0003381
1810233 59.5 0.00034544 0.00032326
1810234 60.0 0.00032399 0.0003042
1810235 60.5 0.00030372 0.00028849
1810236 61.0 0.00028463 0.00026895
1810237 61.5 0.00026664 0.00025465
1810238 62.0 0.00024971 0.00024301
1810239 62.5 0.00023377 0.00022352
1810240 63.0 0.00021877 0.00020532
1810241 63.5 0.00020467 0.00019014
1810242 64.0 0.0001914 0.00017815
1810243 64.5 0.00017893 0.000165
1810244 65.0 0.00016721 0.00014929
1810245 65.5 0.0001562 0.00014165
1810246 66.0 0.00014585 0.00013088
1810247 66.5 0.00013614 0.00012382
1810248 67.0 0.00012702 0.00011593
1810249 67.5 0.00011847 0.00011099
1810250 68.0 0.00011044 0.00010186
1810251 68.5 0.00010291 9.4813e-05
1810252 69.0 9.586e-05 8.7343e-05
1810253 69.5 8.9252e-05 8.1292e-05
1810254 70.0 8.3063e-05 7.6183e-05
1810255 70.5 7.7163e-05 7.0562e-05
1810256 71.0 7.1662e-05 6.7141e-05
1810257 71.5 6.6533e-05 6.2738e-05
1810258 72.0 6.1754e-05 5.7462e-05
1810259 72.5 5.73e-05 5.2769e-05
1810260 73.0 5.3152e-05 4.9413e-05
1810261 73.5 4.929e-05 4.5017e-05
1810262 74.0 4.5694e-05 4.2867e-05
1810263 74.5 4.2348e-05 4.0115e-05
1810264 75.0 3.9234e-05 3.6535e-05
1810265 75.5 3.6322e-05 3.4034e-05
1810266 76.0 3.362e-05 3.1346e-05
1810267 76.5 3.1114e-05 2.8891e-05
1810268 77.0 2.879e-05 2.7106e-05
1810269 77.5 2.6635e-05 2.5367e-05
1810270 78.0 2.4638e-05 2.378e-05
1810271 78.5 2.2786e-05 2.1442e-05
1810272 79.0 2.107e-05 2.0764e-05
1810273 79.5 1.948e-05 1.871e-05
1810274 80.0 1.8007e-05 1.8047e-05
1810275 80.5 1.6666e-05 1.6522e-05
1810276 81.0 1.5421e-05 1.5441e-05
1810277 81.5 1.4266e-05 1.4462e-05
1810278 82.0 1.3195e-05 1.3367e-05
1810279 82.5 1.2201e-05 1.244e-05
1810280 83.0 1.1279e-05 1.1526e-05
1810281 83.5 1.0424e-05 1.0561e-05
1810282 84.0 9.6315e-06 9.8565e-06
1810283 84.5 8.8972e-06 9.273e-06
