 Hgtkm DensMean DensPert
473180 0.0 1.1656 1.1455
473181 0.5 1.1117 1.0966
473182 1.0 1.06 1.0362
473183 1.5 1.0101 0.9845
473184 2.0 0.96405 0.92259
473185 2.5 0.91875 0.88896
473186 3.0 0.87485 0.85199
473187 3.5 0.83389 0.81579
473188 4.0 0.79521 0.77952
473189 4.5 0.75791 0.74053
473190 5.0 0.72062 0.70601
473191 5.5 0.68516 0.67263
473192 6.0 0.65099 0.641
473193 6.5 0.61753 0.60865
473194 7.0 0.5858 0.57676
473195 7.5 0.5557 0.54857
473196 8.0 0.52637 0.52082
473197 8.5 0.49854 0.49334
473198 9.0 0.47219 0.4684
473199 9.5 0.44723 0.4447
473200 10.0 0.42223 0.4209
473201 10.5 0.39833 0.39788
473202 11.0 0.37498 0.37423
473203 11.5 0.35148 0.3518
473204 12.0 0.32946 0.33027
473205 12.5 0.30821 0.30917
473206 13.0 0.2875 0.28976
473207 13.5 0.26819 0.27108
473208 14.0 0.25018 0.25347
473209 14.5 0.23224 0.23603
473210 15.0 0.21522 0.21828
473211 15.5 0.19945 0.20083
473212 16.0 0.18484 0.18843
473213 16.5 0.1713 0.17461
473214 17.0 0.15766 0.16166
473215 17.5 0.14477 0.14669
473216 18.0 0.13294 0.13565
473217 18.5 0.12208 0.12437
473218 19.0 0.11216 0.11388
473219 19.5 0.10313 0.10432
473220 20.0 0.09483 0.095697
473221 20.5 0.087198 0.087528
473222 21.0 0.080207 0.080611
473223 21.5 0.073926 0.073528
473224 22.0 0.068138 0.067657
473225 22.5 0.062804 0.063039
473226 23.0 0.057888 0.058056
473227 23.5 0.053357 0.05346
473228 24.0 0.049182 0.049183
473229 24.5 0.045387 0.045412
473230 25.0 0.041919 0.041872
473231 25.5 0.038717 0.038606
473232 26.0 0.035759 0.035479
473233 26.5 0.033028 0.032617
473234 27.0 0.030517 0.030335
473235 27.5 0.028214 0.028051
473236 28.0 0.02607 0.026043
473237 28.5 0.024079 0.024039
473238 29.0 0.022235 0.022181
473239 29.5 0.020534 0.020272
473240 30.0 0.018972 0.018684
473241 30.5 0.017528 0.017227
473242 31.0 0.016206 0.015866
473243 31.5 0.014997 0.014653
473244 32.0 0.013887 0.013618
473245 32.5 0.012864 0.012632
473246 33.0 0.01192 0.011664
473247 33.5 0.011049 0.01076
473248 34.0 0.010245 0.0098754
473249 34.5 0.0095026 0.0091735
473250 35.0 0.0088171 0.008524
473251 35.5 0.0081759 0.0078611
473252 36.0 0.0075843 0.0072152
473253 36.5 0.0070383 0.0067308
473254 37.0 0.0065342 0.0061692
473255 37.5 0.0060686 0.0057253
473256 38.0 0.0056384 0.0053089
473257 38.5 0.0052406 0.0049498
473258 39.0 0.0048728 0.0045775
473259 39.5 0.0045324 0.0042531
473260 40.0 0.0042174 0.0040469
473261 40.5 0.0039312 0.0038329
473262 41.0 0.0036655 0.0035492
473263 41.5 0.0034187 0.003328
473264 42.0 0.0031894 0.0030774
473265 42.5 0.0029763 0.0029082
473266 43.0 0.0027781 0.0026838
473267 43.5 0.0025939 0.0024547
473268 44.0 0.0024226 0.002316
473269 44.5 0.0022632 0.0022397
473270 45.0 0.0021148 0.0021352
473271 45.5 0.001983 0.0020045
473272 46.0 0.0018594 0.0018742
473273 46.5 0.0017437 0.001744
473274 47.0 0.0016352 0.0016504
473275 47.5 0.0015336 0.0015341
473276 48.0 0.0014384 0.0014567
473277 48.5 0.0013491 0.0013605
473278 49.0 0.0012654 0.0012691
473279 49.5 0.001187 0.0011888
473280 50.0 0.0011135 0.0011315
473281 50.5 0.0010487 0.0010473
473282 51.0 0.00098743 0.00098165
473283 51.5 0.00092954 0.00090873
473284 52.0 0.00087485 0.00086719
473285 52.5 0.00082321 0.00083808
473286 53.0 0.00077443 0.00078109
473287 53.5 0.00072839 0.00072068
473288 54.0 0.00068493 0.00068128
473289 54.5 0.00064391 0.00064387
473290 55.0 0.00060522 0.00058634
473291 55.5 0.00056946 0.00056145
473292 56.0 0.00053563 0.00052987
473293 56.5 0.00050363 0.00048849
473294 57.0 0.00047338 0.00046388
473295 57.5 0.0004448 0.00043812
473296 58.0 0.00041778 0.00041087
473297 58.5 0.00039227 0.00039418
473298 59.0 0.00036818 0.00037399
473299 59.5 0.00034544 0.0003466
473300 60.0 0.00032399 0.00033205
473301 60.5 0.00030372 0.00031277
473302 61.0 0.00028463 0.0002944
473303 61.5 0.00026664 0.00027053
473304 62.0 0.00024971 0.00025306
473305 62.5 0.00023377 0.00023302
473306 63.0 0.00021877 0.00022
473307 63.5 0.00020467 0.00020827
473308 64.0 0.0001914 0.00019728
473309 64.5 0.00017893 0.00018489
473310 65.0 0.00016721 0.00017544
473311 65.5 0.0001562 0.0001654
473312 66.0 0.00014585 0.00015379
473313 66.5 0.00013614 0.00014224
473314 67.0 0.00012702 0.00013336
473315 67.5 0.00011847 0.00012175
473316 68.0 0.00011044 0.00011566
473317 68.5 0.00010291 0.00010658
473318 69.0 9.586e-05 9.7467e-05
473319 69.5 8.9252e-05 8.7978e-05
473320 70.0 8.3063e-05 8.1217e-05
473321 70.5 7.7163e-05 7.6233e-05
473322 71.0 7.1662e-05 6.9227e-05
473323 71.5 6.6533e-05 6.4618e-05
473324 72.0 6.1754e-05 6.0085e-05
473325 72.5 5.73e-05 5.6248e-05
473326 73.0 5.3152e-05 5.3636e-05
473327 73.5 4.929e-05 4.9243e-05
473328 74.0 4.5694e-05 4.648e-05
473329 74.5 4.2348e-05 4.3251e-05
473330 75.0 3.9234e-05 3.9899e-05
473331 75.5 3.6322e-05 3.6399e-05
473332 76.0 3.362e-05 3.3842e-05
473333 76.5 3.1114e-05 3.1071e-05
473334 77.0 2.879e-05 2.8541e-05
473335 77.5 2.6635e-05 2.6573e-05
473336 78.0 2.4638e-05 2.4456e-05
473337 78.5 2.2786e-05 2.232e-05
473338 79.0 2.107e-05 2.0791e-05
473339 79.5 1.948e-05 1.951e-05
473340 80.0 1.8007e-05 1.7465e-05
473341 80.5 1.6666e-05 1.6829e-05
473342 81.0 1.5421e-05 1.5613e-05
473343 81.5 1.4266e-05 1.4568e-05
473344 82.0 1.3195e-05 1.3416e-05
473345 82.5 1.2201e-05 1.246e-05
473346 83.0 1.1279e-05 1.1522e-05
473347 83.5 1.0424e-05 1.0876e-05
473348 84.0 9.6315e-06 1.0097e-05
473349 84.5 8.8972e-06 9.4974e-06
473350 85.0 8.2168e-06 8.5437e-06
473351 85.5 7.5691e-06 7.9061e-06
473352 86.0 6.9703e-06 6.9656e-06
473353 86.5 6.4168e-06 6.3253e-06
473354 87.0 5.9053e-06 5.7936e-06
473355 87.5 5.4329e-06 5.2702e-06
473356 88.0 4.9967e-06 4.7271e-06
473357 88.5 4.5939e-06 4.486e-06
473358 89.0 4.2223e-06 4.1892e-06
473359 89.5 3.8794e-06 3.9385e-06
473360 90.0 3.5632e-06 3.5802e-06
473361 90.5 3.2661e-06 3.3434e-06
473362 91.0 2.9921e-06 3.0379e-06
473363 91.5 2.7394e-06 2.8855e-06
473364 92.0 2.5064e-06 2.5755e-06
473365 92.5 2.2918e-06 2.3676e-06
473366 93.0 2.0942e-06 2.1359e-06
473367 93.5 1.9124e-06 1.9962e-06
473368 94.0 1.7451e-06 1.7882e-06
473369 94.5 1.5915e-06 1.6046e-06
473370 95.0 1.4504e-06 1.4804e-06
473371 95.5 1.3156e-06 1.2987e-06
473372 96.0 1.1938e-06 1.143e-06
473373 96.5 1.0837e-06 1.06e-06
473374 97.0 9.8411e-07 1.0251e-06
473375 97.5 8.94e-07 9.6368e-07
473376 98.0 8.1243e-07 8.8656e-07
473377 98.5 7.3857e-07 8.0785e-07
473378 99.0 6.7167e-07 7.4171e-07
473379 99.5 6.1105e-07 7.2054e-07
473380 100.0 5.5611e-07 6.2663e-07
473381 100.5 5.0368e-07 6.0565e-07
473382 101.0 4.5678e-07 5.4466e-07
473383 101.5 4.1476e-07 4.8372e-07
473384 102.0 3.7705e-07 4.163e-07
473385 102.5 3.4316e-07 3.9062e-07
473386 103.0 3.1267e-07 3.3897e-07
473387 103.5 2.852e-07 3.0601e-07
473388 104.0 2.6042e-07 2.7513e-07
473389 104.5 2.3804e-07 2.4817e-07
473390 105.0 2.1782e-07 2.178e-07
473391 105.5 1.9878e-07 1.9433e-07
473392 106.0 1.8174e-07 1.663e-07
473393 106.5 1.6645e-07 1.5228e-07
473394 107.0 1.5269e-07 1.4278e-07
473395 107.5 1.4029e-07 1.4097e-07
473396 108.0 1.2908e-07 1.289e-07
473397 108.5 1.1894e-07 1.1477e-07
473398 109.0 1.0974e-07 1.0879e-07
473399 109.5 1.0139e-07 9.9745e-08
473400 110.0 9.3782e-08 9.35e-08
473401 110.5 8.6689e-08 8.8796e-08
473402 111.0 8.027e-08 8.3062e-08
473403 111.5 7.4446e-08 7.542e-08
473404 112.0 6.9146e-08 7.1296e-08
473405 112.5 6.4312e-08 6.655e-08
473406 113.0 5.9892e-08 6.2652e-08
473407 113.5 5.5844e-08 5.8368e-08
473408 114.0 5.2129e-08 5.4741e-08
473409 114.5 4.8712e-08 4.9683e-08
473410 115.0 4.5565e-08 4.6931e-08
473411 115.5 4.2658e-08 4.4502e-08
473412 116.0 3.9975e-08 4.0441e-08
473413 116.5 3.7495e-08 3.8594e-08
473414 117.0 3.5199e-08 3.493e-08
473415 117.5 3.307e-08 3.284e-08
473416 118.0 3.1094e-08 3.0336e-08
473417 118.5 2.9258e-08 3.04e-08
473418 119.0 2.755e-08 2.8929e-08
473419 119.5 2.5959e-08 2.6526e-08
473420 120.0 2.4476e-08 2.5429e-08
473421 120.5 2.3096e-08 2.3437e-08
473422 121.0 2.1815e-08 2.2374e-08
473423 121.5 2.0624e-08 2.1147e-08
473424 122.0 1.9516e-08 1.9661e-08
473425 122.5 1.8484e-08 1.8562e-08
473426 123.0 1.7523e-08 1.7914e-08
473427 123.5 1.6627e-08 1.7121e-08
473428 124.0 1.579e-08 1.6518e-08
473429 124.5 1.5009e-08 1.596e-08
473430 125.0 1.4278e-08 1.5531e-08
473431 125.5 1.3595e-08 1.4738e-08
473432 126.0 1.2955e-08 1.3938e-08
473433 126.5 1.2355e-08 1.3551e-08
473434 127.0 1.1792e-08 1.3143e-08
473435 127.5 1.1263e-08 1.2295e-08
473436 128.0 1.0766e-08 1.1355e-08
473437 128.5 1.0298e-08 1.0955e-08
473438 129.0 9.8578e-09 1.0291e-08
473439 129.5 9.4426e-09 9.7677e-09
473440 130.0 9.0509e-09 9.2088e-09
473441 130.5 8.681e-09 8.7442e-09
473442 131.0 8.3315e-09 8.2243e-09
473443 131.5 8.001e-09 7.9963e-09
473444 132.0 7.6883e-09 7.726e-09
473445 132.5 7.392e-09 7.5867e-09
473446 133.0 7.1112e-09 7.3781e-09
473447 133.5 6.8449e-09 7.1963e-09
473448 134.0 6.5921e-09 7.0391e-09
473449 134.5 6.3521e-09 6.9922e-09
473450 135.0 6.1239e-09 6.6248e-09
473451 135.5 5.9069e-09 6.4219e-09
473452 136.0 5.7004e-09 6.2007e-09
473453 136.5 5.5037e-09 5.8354e-09
473454 137.0 5.3163e-09 5.7608e-09
473455 137.5 5.1377e-09 5.6412e-09
473456 138.0 4.9673e-09 5.3703e-09
473457 138.5 4.8046e-09 5.1545e-09
473458 139.0 4.6493e-09 4.9568e-09
473459 139.5 4.5009e-09 4.8447e-09
473460 140.0 4.3589e-09 4.7189e-09
473461 140.5 4.2232e-09 4.6475e-09
473462 141.0 4.0932e-09 4.4795e-09
473463 141.5 3.9688e-09 4.3558e-09
473464 142.0 3.8496e-09 4.0904e-09
473465 142.5 3.7353e-09 3.9803e-09
473466 143.0 3.6258e-09 3.8768e-09
473467 143.5 3.5206e-09 3.8097e-09
473468 144.0 3.4197e-09 3.6864e-09
473469 144.5 3.3228e-09 3.5046e-09
473470 145.0 3.2297e-09 3.3969e-09
473471 145.5 3.1402e-09 3.2706e-09
473472 146.0 3.0542e-09 3.2298e-09
473473 146.5 2.9714e-09 3.0943e-09
473474 147.0 2.8918e-09 3.0018e-09
473475 147.5 2.8151e-09 2.9291e-09
473476 148.0 2.7412e-09 2.8706e-09
473477 148.5 2.67e-09 2.8569e-09
473478 149.0 2.6014e-09 2.7633e-09
473479 149.5 2.5352e-09 2.7096e-09
473480 150.0 2.4714e-09 2.6593e-09
473481 150.5 2.4098e-09 2.5354e-09
473482 151.0 2.3504e-09 2.5465e-09
473483 151.5 2.293e-09 2.4745e-09
473484 152.0 2.2375e-09 2.4316e-09
473485 152.5 2.1839e-09 2.3963e-09
473486 153.0 2.1321e-09 2.3333e-09
473487 153.5 2.082e-09 2.2886e-09
473488 154.0 2.0335e-09 2.164e-09
473489 154.5 1.9866e-09 2.0605e-09
473490 155.0 1.9413e-09 1.9781e-09
473491 155.5 1.8973e-09 1.9504e-09
473492 156.0 1.8547e-09 1.9376e-09
473493 156.5 1.8135e-09 1.9239e-09
473494 157.0 1.7735e-09 1.8687e-09
473495 157.5 1.7348e-09 1.8137e-09
473496 158.0 1.6972e-09 1.7849e-09
473497 158.5 1.6608e-09 1.6965e-09
473498 159.0 1.6255e-09 1.6534e-09
473499 159.5 1.5911e-09 1.6282e-09
473500 160.0 1.5578e-09 1.5911e-09
473501 160.5 1.5255e-09 1.5473e-09
473502 161.0 1.4941e-09 1.5109e-09
473503 161.5 1.4636e-09 1.4563e-09
473504 162.0 1.434e-09 1.4345e-09
473505 162.5 1.4051e-09 1.422e-09
473506 163.0 1.3771e-09 1.396e-09
473507 163.5 1.3499e-09 1.4013e-09
473508 164.0 1.3234e-09 1.3783e-09
473509 164.5 1.2976e-09 1.3482e-09
473510 165.0 1.2725e-09 1.3025e-09
473511 165.5 1.2481e-09 1.2805e-09
473512 166.0 1.2243e-09 1.2765e-09
473513 166.5 1.2012e-09 1.2402e-09
473514 167.0 1.1786e-09 1.2101e-09
473515 167.5 1.1567e-09 1.1796e-09
473516 168.0 1.1353e-09 1.1587e-09
473517 168.5 1.1144e-09 1.1566e-09
