 Hgtkm DensMean DensPert
671274 0.0 1.1656 1.1474
671275 0.5 1.1117 1.0877
671276 1.0 1.06 1.0377
671277 1.5 1.0101 0.9983
671278 2.0 0.96405 0.92423
671279 2.5 0.91875 0.90622
671280 3.0 0.87485 0.85864
671281 3.5 0.83389 0.82054
671282 4.0 0.79521 0.79283
671283 4.5 0.75791 0.75572
671284 5.0 0.72062 0.71928
671285 5.5 0.68516 0.6803
671286 6.0 0.65099 0.64575
671287 6.5 0.61753 0.61387
671288 7.0 0.5858 0.57491
671289 7.5 0.5557 0.54609
671290 8.0 0.52637 0.51737
671291 8.5 0.49854 0.49217
671292 9.0 0.47219 0.46873
671293 9.5 0.44723 0.44528
671294 10.0 0.42223 0.4196
671295 10.5 0.39833 0.39759
671296 11.0 0.37498 0.37631
671297 11.5 0.35148 0.3535
671298 12.0 0.32946 0.33278
671299 12.5 0.30821 0.3128
671300 13.0 0.2875 0.29019
671301 13.5 0.26819 0.27114
671302 14.0 0.25018 0.25159
671303 14.5 0.23224 0.23259
671304 15.0 0.21522 0.21293
671305 15.5 0.19945 0.19949
671306 16.0 0.18484 0.18591
671307 16.5 0.1713 0.17241
671308 17.0 0.15766 0.15725
671309 17.5 0.14477 0.14481
671310 18.0 0.13294 0.13327
671311 18.5 0.12208 0.12232
671312 19.0 0.11216 0.11208
671313 19.5 0.10313 0.10312
671314 20.0 0.09483 0.09521
671315 20.5 0.087198 0.08652
671316 21.0 0.080207 0.079926
671317 21.5 0.073926 0.074129
671318 22.0 0.068138 0.068034
671319 22.5 0.062804 0.062414
671320 23.0 0.057888 0.058077
671321 23.5 0.053357 0.053225
671322 24.0 0.049182 0.049162
671323 24.5 0.045387 0.045117
671324 25.0 0.041919 0.04202
671325 25.5 0.038717 0.038544
671326 26.0 0.035759 0.035617
671327 26.5 0.033028 0.032926
671328 27.0 0.030517 0.030468
671329 27.5 0.028214 0.028309
671330 28.0 0.02607 0.026235
671331 28.5 0.024079 0.024105
671332 29.0 0.022235 0.022168
671333 29.5 0.020534 0.020511
671334 30.0 0.018972 0.018831
671335 30.5 0.017528 0.017419
671336 31.0 0.016206 0.016062
671337 31.5 0.014997 0.014915
671338 32.0 0.013887 0.013727
671339 32.5 0.012864 0.012579
671340 33.0 0.01192 0.011579
671341 33.5 0.011049 0.010819
671342 34.0 0.010245 0.0099168
671343 34.5 0.0095026 0.0091993
671344 35.0 0.0088171 0.0084414
671345 35.5 0.0081759 0.0078485
671346 36.0 0.0075843 0.0073004
671347 36.5 0.0070383 0.0067932
671348 37.0 0.0065342 0.0064004
671349 37.5 0.0060686 0.0060432
671350 38.0 0.0056384 0.0056199
671351 38.5 0.0052406 0.0051995
671352 39.0 0.0048728 0.0047862
671353 39.5 0.0045324 0.0044638
671354 40.0 0.0042174 0.0042003
671355 40.5 0.0039312 0.0039116
671356 41.0 0.0036655 0.0035886
671357 41.5 0.0034187 0.0033915
671358 42.0 0.0031894 0.0031331
671359 42.5 0.0029763 0.0029255
671360 43.0 0.0027781 0.0027215
671361 43.5 0.0025939 0.0025246
671362 44.0 0.0024226 0.0023685
671363 44.5 0.0022632 0.0022101
671364 45.0 0.0021148 0.0020802
671365 45.5 0.001983 0.0019129
671366 46.0 0.0018594 0.0017724
671367 46.5 0.0017437 0.001639
671368 47.0 0.0016352 0.0015497
671369 47.5 0.0015336 0.0014411
671370 48.0 0.0014384 0.0013826
671371 48.5 0.0013491 0.0012806
671372 49.0 0.0012654 0.00121
671373 49.5 0.001187 0.001167
671374 50.0 0.0011135 0.0011077
671375 50.5 0.0010487 0.0010672
671376 51.0 0.00098743 0.00099667
671377 51.5 0.00092954 0.00093594
671378 52.0 0.00087485 0.00087094
671379 52.5 0.00082321 0.00082655
671380 53.0 0.00077443 0.00079298
671381 53.5 0.00072839 0.00074733
671382 54.0 0.00068493 0.00069209
671383 54.5 0.00064391 0.00064775
671384 55.0 0.00060522 0.00061245
671385 55.5 0.00056946 0.00057168
671386 56.0 0.00053563 0.00053613
671387 56.5 0.00050363 0.00049715
671388 57.0 0.00047338 0.00047087
671389 57.5 0.0004448 0.00043974
671390 58.0 0.00041778 0.00041314
671391 58.5 0.00039227 0.00039332
671392 59.0 0.00036818 0.00037442
671393 59.5 0.00034544 0.00035463
671394 60.0 0.00032399 0.00032882
671395 60.5 0.00030372 0.00030356
671396 61.0 0.00028463 0.00027997
671397 61.5 0.00026664 0.00026371
671398 62.0 0.00024971 0.00024914
671399 62.5 0.00023377 0.00023523
671400 63.0 0.00021877 0.00021714
671401 63.5 0.00020467 0.00020648
671402 64.0 0.0001914 0.00019276
671403 64.5 0.00017893 0.00018409
671404 65.0 0.00016721 0.00017141
671405 65.5 0.0001562 0.00016099
671406 66.0 0.00014585 0.00014932
671407 66.5 0.00013614 0.00013928
671408 67.0 0.00012702 0.00013042
671409 67.5 0.00011847 0.00012153
671410 68.0 0.00011044 0.00011068
671411 68.5 0.00010291 0.00010264
671412 69.0 9.586e-05 9.3826e-05
671413 69.5 8.9252e-05 8.9304e-05
671414 70.0 8.3063e-05 8.1728e-05
671415 70.5 7.7163e-05 7.4678e-05
671416 71.0 7.1662e-05 7.0066e-05
671417 71.5 6.6533e-05 6.5439e-05
671418 72.0 6.1754e-05 5.8878e-05
671419 72.5 5.73e-05 5.5702e-05
671420 73.0 5.3152e-05 5.2024e-05
671421 73.5 4.929e-05 4.9624e-05
671422 74.0 4.5694e-05 4.5365e-05
671423 74.5 4.2348e-05 4.1934e-05
671424 75.0 3.9234e-05 3.8683e-05
671425 75.5 3.6322e-05 3.6037e-05
671426 76.0 3.362e-05 3.4357e-05
671427 76.5 3.1114e-05 3.1668e-05
671428 77.0 2.879e-05 2.8555e-05
671429 77.5 2.6635e-05 2.7088e-05
671430 78.0 2.4638e-05 2.5889e-05
671431 78.5 2.2786e-05 2.4223e-05
671432 79.0 2.107e-05 2.1626e-05
671433 79.5 1.948e-05 2.0321e-05
671434 80.0 1.8007e-05 1.8536e-05
671435 80.5 1.6666e-05 1.653e-05
671436 81.0 1.5421e-05 1.4602e-05
671437 81.5 1.4266e-05 1.3526e-05
671438 82.0 1.3195e-05 1.2357e-05
671439 82.5 1.2201e-05 1.1529e-05
671440 83.0 1.1279e-05 1.0999e-05
671441 83.5 1.0424e-05 1.0469e-05
671442 84.0 9.6315e-06 9.7962e-06
671443 84.5 8.8972e-06 9.1882e-06
671444 85.0 8.2168e-06 8.0322e-06
671445 85.5 7.5691e-06 7.2393e-06
671446 86.0 6.9703e-06 6.6217e-06
671447 86.5 6.4168e-06 6.2109e-06
671448 87.0 5.9053e-06 5.8994e-06
671449 87.5 5.4329e-06 5.1834e-06
671450 88.0 4.9967e-06 4.9451e-06
671451 88.5 4.5939e-06 4.4437e-06
671452 89.0 4.2223e-06 4.0144e-06
671453 89.5 3.8794e-06 3.7003e-06
671454 90.0 3.5632e-06 3.5961e-06
671455 90.5 3.2661e-06 3.1618e-06
671456 91.0 2.9921e-06 2.9972e-06
671457 91.5 2.7394e-06 2.6794e-06
671458 92.0 2.5064e-06 2.4317e-06
671459 92.5 2.2918e-06 2.2827e-06
671460 93.0 2.0942e-06 2.0473e-06
671461 93.5 1.9124e-06 1.8329e-06
671462 94.0 1.7451e-06 1.6997e-06
671463 94.5 1.5915e-06 1.4811e-06
671464 95.0 1.4504e-06 1.3523e-06
671465 95.5 1.3156e-06 1.2339e-06
671466 96.0 1.1938e-06 1.1218e-06
671467 96.5 1.0837e-06 9.5823e-07
671468 97.0 9.8411e-07 8.3122e-07
671469 97.5 8.94e-07 7.742e-07
671470 98.0 8.1243e-07 7.4417e-07
671471 98.5 7.3857e-07 6.1006e-07
671472 99.0 6.7167e-07 5.5343e-07
671473 99.5 6.1105e-07 4.6718e-07
671474 100.0 5.5611e-07 4.8865e-07
671475 100.5 5.0368e-07 4.6371e-07
671476 101.0 4.5678e-07 4.2714e-07
671477 101.5 4.1476e-07 4.1418e-07
671478 102.0 3.7705e-07 3.8827e-07
671479 102.5 3.4316e-07 3.6209e-07
671480 103.0 3.1267e-07 3.1874e-07
671481 103.5 2.852e-07 2.9683e-07
671482 104.0 2.6042e-07 2.857e-07
671483 104.5 2.3804e-07 2.6696e-07
671484 105.0 2.1782e-07 2.4086e-07
671485 105.5 1.9878e-07 2.2185e-07
671486 106.0 1.8174e-07 1.9131e-07
671487 106.5 1.6645e-07 1.613e-07
671488 107.0 1.5269e-07 1.4565e-07
671489 107.5 1.4029e-07 1.3916e-07
671490 108.0 1.2908e-07 1.187e-07
671491 108.5 1.1894e-07 1.1298e-07
671492 109.0 1.0974e-07 1.0742e-07
671493 109.5 1.0139e-07 9.6539e-08
671494 110.0 9.3782e-08 8.8412e-08
671495 110.5 8.6689e-08 7.9679e-08
671496 111.0 8.027e-08 7.8534e-08
671497 111.5 7.4446e-08 7.7474e-08
